id,brand,model,price_total,price_vehicle,year,mileage,displacement,transmission,prefecture,category,link,crawl_date,year_ce,mileage_wan_km,displacement_cc,vehicle_class,brand_clean,brand_origin
567,メルセデス・ベンツ,Bクラス B200d ディーゼルターボ ACC/BSM/電動トランク/シートメモリー/シートヒーター/パワーシート/レーダークルコン/ブラインドスポット/レーンキープアシスト/レーンチェンジアシスト/フルセグ/ハーフレザー/LEDヘッドライト,209.8,196.7,"2020
(R02)","4.2
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7062186042/index.html,2026-06-21,2020,4.2,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
568,メルセデス・ベンツ,Gクラス G350d AMGライン ディーゼルターボ 4WD ラグジュアリーパッケージ スライディングルーフ ブルメスター AMGライン 12.3インチワイドディスプレイ 本革シート 20インチAW レッドシートベルト GPSレーダー シートヒーター ETC20,1099.9,1090.8,"2020
(R02)","5.3
万km",3000CC,MT,Tokyo,进口车,/usedcar/detail/AU7005296856/index.html,2026-06-21,2020,5.3,3000.0,Large (2001-3000cc),Mercedes-Benz,Import
569,,ＢＭＷ 1シリーズ M135i xドライブ 4WD ストレージ・パッケージ　 M エアロダイナミクス・パッケージ M スポーツ・ブレーキ パーキング・アシスト ドライビング・アシスト オートマチック・テールゲート・オペレーション iDriveナビゲーション・パッケージ,267.9,256.6,"2020
(R02)","4.7
万km",2000CC,MT,Niigata,进口车,/usedcar/detail/AU6913903800/index.html,2026-06-21,2020,4.7,2000.0,Mid-size (1501-2000cc),Unknown,Import
570,メルセデス・ベンツ,Vクラス V220 d アバンギャルド ロング AMGライン ディーゼルターボ Pスライディングルーフ レーダーSFT・PKG アクティブディスタンスディストロニック レーンキープアシスト ブラインドスポット フロント/リヤセンサー ブルメスターサラウンド メモリー付きPシート シートヒーター,563.8,555.9,"2021
(R03)","2.5
万km",2100CC,MT,Shizuoka,进口车,/usedcar/detail/AU7041439369/index.html,2026-06-21,2021,2.5,2100.0,Large (2001-3000cc),Mercedes-Benz,Import
571,アウディ,TT クーペ 1.8 TFSI SDナビ バックカメラ ビルトインETC シートヒーター MTモード付AT ワンセグTV パワーバックドア シートレザー素材 オートライト 純正ホイール Wエアバック リモコンキー,90.8,82.9,"2013
(H25)","8.7
万km",1800CC,MT,Gunma,进口车,/usedcar/detail/AU7082721132/index.html,2026-06-21,2013,8.7,1800.0,Mid-size (1501-2000cc),Audi,Import
572,,ＢＭＷ 1シリーズ 118d プレイ エディション ジョイ プラス ディーゼルターボ 1オーナー　iDriveナビゲーションPKG　リアビューカメラ　レーンチェンジウォーニング　LEDヘッドランプ　運転席パワーシート　コンフォートアクセス　パーキングアシスト　ETC　禁煙車,194.9,180.8,"2020
(R02)","2.9
万km",2000CC,MT,Chiba,进口车,/usedcar/detail/AU7055204618/index.html,2026-06-21,2020,2.9,2000.0,Mid-size (1501-2000cc),Unknown,Import
573,ジープ,コンパス スポーツ 禁煙/正規ディーラー車/メモリナビ/ヒルスタートアシスト/タイヤ空気圧警告システム/本革巻きステアリング/Bカメラ/前後ドラレコ/ETC/リモコンキー/クルコン/電動格納ミラー/ルーフレール,99.8,92.4,"2017
(H29)","3.7
万km",2000CC,MT,Aichi,进口车,/usedcar/detail/AU7089845528/index.html,2026-06-21,2017,3.7,2000.0,Mid-size (1501-2000cc),Jeep,Import
574,メルセデス・ベンツ,GLCクーペ 220 d 4マチック (ISG) ディーゼルターボ 4WD MP202601 弊社デモアップ/パノラマ/ワンオーナー/アンビエントライト/全方位カメラ/メモリ付きパワーシート/前後席シートヒーター/アップルカープレイ/MBUX/純正ドラレコ前後/Bluetooth/電動リアゲート/新車保証継承,806.5,789.0,"2025
(R07)","0.3
万km",2000CC,MT,Tokyo,进口车,/usedcar/detail/AU7008466762/index.html,2026-06-21,2025,0.3,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
575,,ＢＭＷ X5 xドライブ 35d Mスポーツ ドライビング ダイナミクス パッケージ 4WD ワンオーナー パノラマサンルーフ ナビ フルセグTV 360度カメラ カープレイ harman/kardon 茶革シート シートヒーター インテリジェントセーフティ ACC レーンキープアシスト ブラインドスポット 純正21インチAW,509.8,501.1,"2019
(R01)","3.5
万km",3000CC,MT,Kumamoto,进口车,/usedcar/detail/AU7009741629/index.html,2026-06-21,2019,3.5,3000.0,Large (2001-3000cc),Unknown,Import
576,,ＢＭＷ 2シリーズアクティブツアラー 218d ラグジュアリー ディーゼルターボ パノラマSR インテリジェントセーフティ 純正ナビ TV バックカメラ 純正16インチAW HIDヘッドライト 電動リアゲート クリアランスソナー 黒革 パワーシート Dシートメモリ シートヒーター ルーフレール スマートキー,142.8,134.9,"2018
(H30)","3.7
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7019684965/index.html,2026-06-21,2018,3.7,2000.0,Mid-size (1501-2000cc),Unknown,Import
577,アウディ,A6 40 TDI クワトロ Sライン ディーゼルターボ 4WD テクノロジーPKG ブラックスタイリングPKG パークアシストPKG HDマトリクスLEDヘッドライト バルコナレザー ステアリングヒーター イージークローザー 4ゾーンエアコン,656.2,638.9,"2025
(R07)","360
km",2000CC,MT,Kanagawa,进口车,/usedcar/detail/AU6927921434/index.html,2026-06-21,2025,0.036,2000.0,Mid-size (1501-2000cc),Audi,Import
578,ジープ,ラングラー アンリミテッド ルビコン リミテッドED with サンライダー FLIP TOP for Hardtop 4WD 限定250台 フリップトップ 黒革シート 4WD 純正ナビテレビ付き フロント・リア・サイドカメラ搭載 シートヒーター ステップ標準 ETC2.0 アルパインスピーカー 認定中古車,647.3,625.0,"2023
(R05)","2.6
万km",3600CC,MT,Tokyo,进口车,/usedcar/detail/AU7018016604/index.html,2026-06-21,2023,2.6,3600.0,Luxury (3001cc+),Jeep,Import
579,テスラ,モデル3 ロングレンジ AWD 上海モデル オートトランク アダクティブクルーズコントロール レーンキープアシスト ブラインドスポットモニター レザーシート シートヒータ ガラスルーフ,269.8,257.9,"2021
(R03)","3.1
万km",1200CC,AT,Saitama,进口车,/usedcar/detail/AU7091862732/index.html,2026-06-21,2021,3.1,1200.0,Compact (<=1500cc),Tesla,Import
580,BMW,ＢＭＷ 3シリーズツーリング 320d xドライブ Mスポーツ ディーゼルターボ 4WD 全周囲カメラ　シートヒーター　ヘッドアップディスプレイ　アクティブクルーズコントロール　電動リアゲート　LEDヘッドライト　コンフォートアクセス　パワーシート　ミラーETC,475.0,455.0,"2023
(R05)","1
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU7091034231/index.html,2026-06-21,2023,1.0,2000.0,Mid-size (1501-2000cc),BMW,Import
581,メルセデス・ベンツ,メルセデスＡＭＧ Cクラス C43 4マチック (BSG搭載モデル) 4WD MP202301 リアアクスル　S/R　MBUXARナビ,718.0,698.0,"2023
(R05)","0.2
万km",2000CC,MT,Saitama,进口车,/usedcar/detail/AU7017893111/index.html,2026-06-21,2023,0.2,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
582,BMW,ＢＭＷ Z4 sドライブ 20i Mスポーツ コニャックレザー　シートヒーター　電動シート　地デジ　追従式クルーズコントロール　バックカメラ　障害物センサー　パドルシフト　コンフォートアクセス　純正HDDナビ　LEDヘッドライト　衝突軽減ブレーキ　ETC,563.6,535.0,"2022
(R04)","0.3
万km",2000CC,MT,Osaka,进口车,/usedcar/detail/AU6871147200/index.html,2026-06-21,2022,0.3,2000.0,Mid-size (1501-2000cc),BMW,Import
583,メルセデス・ベンツ,GLS 400 d 4マチック AMGライン ディーゼルターボ 4WD パノラミックスライディングルーフ 黒革シート レーダーセーフティPKG 純正ナビTV AppleCarPlay 全周囲カメラ Brumesterサウンド シートベンチレーション パワーシート・ヒーター,799.9,784.2,"2022
(R04)","3.2
万km",2900CC,9AT,Chiba,进口车,/usedcar/detail/AU7095652613/index.html,2026-06-21,2022,3.2,2900.0,Large (2001-3000cc),Mercedes-Benz,Import
584,ジープ,レネゲード リミテッド ワンオーナー サンルーフ 純正ナビ バックカメラ ETC2.0 レーダークルーズ レーンキープ コーナーセンサー 衝突軽減 黒本革シート パワーシート シートヒーター 純正LEDライト 純正17AW,167.8,161.0,"2020
(R02)","6.3
万km",1300CC,MT,Yamaguchi,进口车,/usedcar/detail/AU7055059271/index.html,2026-06-21,2020,6.3,1300.0,Compact (<=1500cc),Jeep,Import
585,,ＢＭＷ X2 xドライブ20i MスポーツX 4WD 認定中古車　純正ナビ　茶皮シート　パノラマガラスサンルーフ　アダプティブクルーズコントロール　　オートマチックテールゲート　バックカメラ　ヘッドアップディスプレイ　LEDヘッドライト,289.8,270.0,"2021
(R03)","2.4
万km",2000CC,8AT,Aichi,进口车,/usedcar/detail/AU7069606437/index.html,2026-06-21,2021,2.4,2000.0,Mid-size (1501-2000cc),Unknown,Import
586,,ＢＭＷ X5 M50i ドライビング ダイナミクス パッケージ 4WD パノラマガラスサンルーフ　HarmanKardonサウンド　OP22インチAW　黒革　HUD　アダプティブエアサス　純正ナビTV　パーキングアシストプラス　ドライビングアシストプロフェッショナル　禁煙,624.9,607.4,"2021
(R03)","3.4
万km",4400CC,MT,Chiba,进口车,/usedcar/detail/AU7090866518/index.html,2026-06-21,2021,3.4,4400.0,Luxury (3001cc+),Unknown,Import
587,ボルボ,V40 D4 ダイナミック エディション ディーゼルターボ 認定中古車・特別仕様車・禁煙車・バックカメラ・アダブティブクルーズコントロール・パドルシフト・純正HDDナビ・全席シートヒーター・キーレスドライブ・LEDヘッドライト,126.4,109.8,"2017
(H29)","5.6
万km",2000CC,MT,Fukuoka,进口车,/usedcar/detail/AU6944691839/index.html,2026-06-21,2017,5.6,2000.0,Mid-size (1501-2000cc),Volvo,Import
588,スマート,フォーフォー ブラバス スポーツ ツイナミック ガラスル-フ フロ-ティングナビ 12セグ BT バックカメラ パ-クセンサ- ETC 衝突警告 レ-ンアシスト クルコン 黒革 シ-トヒ-タ- 専用17inAW LED オ-トライト アイドリングストップ オ-トエアコン,149.8,143.2,"2018
(H30)","1.8
万km",900CC,MT,Ibaraki,进口车,/usedcar/detail/AU6979801385/index.html,2026-06-21,2018,1.8,900.0,Compact (<=1500cc),Smart,Import
589,BMW,ＢＭＷ 2シリーズクーペ 220i Mスポーツ,461.7,438.0,"2025
(R07)","0.4
万km",2000CC,MT,Hyogo,进口车,/usedcar/detail/AU7064650095/index.html,2026-06-21,2025,0.4,2000.0,Mid-size (1501-2000cc),BMW,Import
590,メルセデス・ベンツ,GLCクーペ 220 d 4マチック(ISG) AMGラインパッケージ ディーゼルターボ 4WD MP202601 弊社デモカーアップ AMGライン パノラミックスライディングルーフ 360°カメラシステム フットトランクオープナー シートヒーター キーレスゴー 純正ドライブレコーダー アンビエントライト,806.4,789.0,"2025
(R07)","0.2
万km",2000CC,MT,Tokyo,进口车,/usedcar/detail/AU7088898066/index.html,2026-06-21,2025,0.2,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
591,メルセデス・ベンツ,CLAクラス CLA250 4マチック AMGライン 4WD 弊社下取/フルオプション/パノラマ/赤革/AMGレザーエクスクルーシブパッケージ/アドバンスドパッケージ/シートヒーター/メモリー付きパワーシート/ヘッドアップディスプレイ/アンビエントライト/認定中古車,424.3,408.0,"2021
(R03)","2.4
万km",2000CC,MT,Tokyo,进口车,/usedcar/detail/AU7102532581/index.html,2026-06-21,2021,2.4,2000.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
592,メルセデス・ベンツ,メルセデスＡＭＧ Gクラス G63 オフロード プロ エディション (ISG) 4WD MP202601 全国150台中30台限定車!Offroad Pro Edition(ISG)/プラチナムマグノ(マット)/PROFESSIONALルーフラゲッチ/PROFESSIONALスペアタイヤホルダー/ブラックスモーク仕様ランプ/リラクゼーション機能/シートベンチレーター,3767.8,3748.0,"2026
(R08)","0.3
万km",4000CC,MT,Tokyo,进口车,/usedcar/detail/AU7034705646/index.html,2026-06-21,2026,0.3,4000.0,Luxury (3001cc+),Mercedes-Benz,Import
593,メルセデス・ベンツ,GLAクラス GLA180 純正7インチナビCD FM AM フルセグバックカメラレーンキープアシスト衝突軽減システムLEDヘッドライトオートライトコーナーセンサー純正フロアマットクルーズコントロール ルーフレール ETC,99.9,91.7,"2015
(H27)","6.2
万km",1600CC,MT,Kanagawa,进口车,/usedcar/detail/AU7098118476/index.html,2026-06-21,2015,6.2,1600.0,Mid-size (1501-2000cc),Mercedes-Benz,Import
594,メルセデス・ベンツ,Gクラス G350d ロング ディーゼルターボ 4WD ラグジュアリーパッケージ サンルーフ h/kサウンド 黒革シート ACC 純正ナビ バックカメラ ブラインドスポット シートヒーター パワーシート ドラレコ ETC キセノンヘッドライト オートライト,729.8,715.2,"2017
(H29)","5
万km",3000CC,MT,Chiba,进口车,/usedcar/detail/AU7071903882/index.html,2026-06-21,2017,5.0,3000.0,Large (2001-3000cc),Mercedes-Benz,Import
595,ミニ,ミニクロスオーバー クーパー D バックカメラ パーキングアシスト アダプティブクルーズコントロール 前後コーナーセンサー LEDヘッドライト オートライト ETC 前後ドライブレコーダー ワンオーナー スマートキー レインセンサー,279.8,272.7,"2021
(R03)","1.6
万km",2000CC,MT,Miyazaki,进口车,/usedcar/detail/AU6955075560/index.html,2026-06-21,2021,1.6,2000.0,Mid-size (1501-2000cc),MINI,Import
596,アウディ,Q2 35 TFSI アドバンスト ナビゲーションPKG コンビニエンス&アシスタンスPKG テクノロジーPKG アダプティブクルーズコントロール オートマチックテールゲート スマートフォンインターフェース シートヒーター サイドアシスト 認中,283.3,267.7,"2024
(R06)","0.6
万km",1500CC,MT,Osaka,进口车,/usedcar/detail/AU6958502485/index.html,2026-06-21,2024,0.6,1500.0,Compact (<=1500cc),Audi,Import
597,メルセデス・ベンツ,CLSクラスシューティングブレーク CLS350 AMGスポーツパッケージ X218/AMGスポーツパッケージ/電動サンルーフ/エアサス修理済み/レーダーセーフティパッケージ/前後シートヒーター/GPSレーダー/前後ドライブレコーダー/黒革/スポーツステアリング/プライバシーガラス/Bluetooth,243.8,228.0,"2013
(H25)","1.1
万km",3497CC,MT,Tokyo,进口车,/usedcar/detail/AU7037551496/index.html,2026-06-21,2013,1.1,3497.0,Luxury (3001cc+),Mercedes-Benz,Import
598,メルセデス・ベンツ,GLS 400 d 4マチック AMGライン ディーゼルターボ 4WD パノラマSR 純正ナビ 360°カメラ ACC HUD レザーシート シートヒーター ベンチレーター パワーシート LEDヘッドライト ハイビームアシスト アンビエントライト 純正21インチAW ETC ドラレコ,759.7,750.6,"2021
(R03)","4.3
万km",2900CC,MT,Chiba,进口车,/usedcar/detail/AU6964810513/index.html,2026-06-21,2021,4.3,2900.0,Large (2001-3000cc),Mercedes-Benz,Import
599,プジョー,3008 GT ハイブリッド4 4WD パノラマサンルーフ シートリラクゼーション ディスプレイオーディオ CarPlay アダプティブクルーズコントロール ブラインドスポットアシスト パドルシフト ETC シートヒーター 東海仕入 ケーブル有,344.8,336.4,"2023
(R05)","0.8
万km",1600CC,MT,Aomori,进口车,/usedcar/detail/AU6947913451/index.html,2026-06-21,2023,0.8,1600.0,Mid-size (1501-2000cc),Peugeot,Import
600,ジープ,ラングラー アンリミテッド リミテッドEDITION with サンライダー FLIP TOP for ハードトップ 4WD ワンオーナー 本革シート アルパインリアスピーカ ーシートヒーター ステアリングヒーター ドライブアシスタンス レインセンサー オートライト オートディムハイビーム 純正ナビ ドラレコ Bluetooth USB ETC,579.8,570.1,"2022
(R04)","2.8
万km",3600CC,MT,Tokyo,进口车,/usedcar/detail/AU6892043538/index.html,2026-06-21,2022,2.8,3600.0,Luxury (3001cc+),Jeep,Import
700,日産,ルークス 660 ハイウェイスターGターボ プロパイロット エディション 車両品質評価書付/純正9インチナビ/アラウンドビューモニター/両側パワースライドドア/ETC車載器/プロパイロット/シートヒーター/ハンズフリーオートスライドドア/テレビ/Bluetooth/プッシュスタート/スマートキー,120.5,109.8,"2021
(R03)","4.4
万km",660CC,CVT,Wakayama,轻自动车,/usedcar/detail/AU7091364454/index.html,2026-06-21,2021,4.4,660.0,K-car (<=660cc),Nissan,Domestic
701,三菱,eKワゴン 660 G 4WD 社外ナビ ETC アイドリングストップ タッチパネルオートエアコン ヘッドライトレベライザー 電動格納ミラー,39.9,32.1,"2014
(H26)","4.7
万km",660CC,CVT,Kyoto,轻自动车,/usedcar/detail/AU7040006176/index.html,2026-06-21,2014,4.7,660.0,K-car (<=660cc),Mitsubishi,Domestic
702,日産,ルークス 660 ハイウェイスターX 新品ディスプレイオーディオ取付 全周囲カメラ ハンズフリー両側電動スライドドア 衝突軽減ブレーキ クリアランスソナー LEDヘッドライト オートハイビームアシスト 当社元社用車,145.2,139.0,"2024
(R06)","1.2
万km",660CC,CVT,Okayama,轻自动车,/usedcar/detail/AU7052601794/index.html,2026-06-21,2024,1.2,660.0,K-car (<=660cc),Nissan,Domestic
703,ホンダ,N-ONE 660 オリジナル 純正SDナビ バックカメラ,127.9,117.3,"2023
(R05)","3.2
万km",660CC,CVT,Tochigi,轻自动车,/usedcar/detail/AU6931353588/index.html,2026-06-21,2023,3.2,660.0,K-car (<=660cc),Honda,Domestic
704,ホンダ,N-BOX 660 G Lパッケージ 2トーンカラースタイル 1オーナー/禁煙車/衝突軽減/14AW/ETC/,46.6,40.7,"2015
(H27)","10.1
万km",660CC,CVT,Chiba,轻自动车,/usedcar/detail/AU7086385686/index.html,2026-06-21,2015,10.1,660.0,K-car (<=660cc),Honda,Domestic
705,ダイハツ,ウェイク 660 Gターボ リミテッド SAIII 衝突軽減B 純正8インチナビ Bluetooth対応 パノラマモニター TV ETC 両側自動ドア LEDヘッドライト フォグライト スマートキー プッシュスタート アイドリングストップ 純正アルミホイール,123.9,114.5,"2021
(R03)","2.1
万km",660CC,CVT,Nara,轻自动车,/usedcar/detail/AU6828848380/index.html,2026-06-21,2021,2.1,660.0,K-car (<=660cc),Daihatsu,Domestic
706,三菱,eKワゴン 660 M 7インチナビ バックカメラ 禁煙車 ETC Bluetooth CD DVD再生 フルセグTV キーレス,72.9,65.5,"2019
(R01)","3.1
万km",660CC,CVT,Osaka,轻自动车,/usedcar/detail/AU7025899402/index.html,2026-06-21,2019,3.1,660.0,K-car (<=660cc),Mitsubishi,Domestic
707,日産,デイズルークス 660 ハイウェイスター ターボ 修復歴なし ターボ 純正ナビ フルセグ Bluetooth 衝突軽減ブレーキ 全周囲カメラ バックカメラ 両側パワースライドドア スマートキー プッシュスタート ETC HIDヘッドライト 整備保証付,49.9,39.9,"2015
(H27)","8.1
万km",660CC,CVT,Chiba,轻自动车,/usedcar/detail/AU7004984971/index.html,2026-06-21,2015,8.1,660.0,K-car (<=660cc),Nissan,Domestic
708,日産,デイズ B 衝突軽減ブレーキ・バックカメラ・ETC・禁煙車・アイドリングストップ・カーナビ・Bluetooth・フルセグTV・CD再生・スマートキー&プッシュスタート・ベンチシート・ルームクリーニング!,64.5,54.8,"2020
(R02)","5.1
万km",660CC,CVT,Hyogo,轻自动车,/usedcar/detail/AU7071905334/index.html,2026-06-21,2020,5.1,660.0,K-car (<=660cc),Nissan,Domestic
709,ダイハツ,アトレーワゴン 660 カスタムターボRS SAIII 車両品質評価書付/オーディオ/バックカメラ/衝突軽減ブレーキ/両側スライドドア/ETC車載器/Bluetooth/CD/キーレスエントリー/オートハイビーム/オートエアコン/純正13インチアルミホイール/フルフラットシート,67.5,56.8,"2019
(R01)","9.8
万km",660CC,4AT,Wakayama,轻自动车,/usedcar/detail/AU7059130279/index.html,2026-06-21,2019,9.8,660.0,K-car (<=660cc),Daihatsu,Domestic
710,日産,ルークス 660 X 当社元社用車 純正新品ディスプレイオーディオ付 左電動スライドドア 衝突軽減ブレーキ 障害物センサー 全周囲カメラ オートライト オートハイビームアシスト インテリキー プッシュスタート,114.9,109.0,"2023
(R05)","1.9
万km",660CC,CVT,Okayama,轻自动车,/usedcar/detail/AU6834099398/index.html,2026-06-21,2023,1.9,660.0,K-car (<=660cc),Nissan,Domestic
711,ホンダ,N-BOX 660 G EX ホンダセンシング 両側電動ドア 純正ナビ バックカメラ 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド ビルトインETC オートハイビーム 車線逸脱警報 オートライト オートエアコン,89.9,79.3,"2019
(R01)","4.6
万km",660CC,CVT,Mie,轻自动车,/usedcar/detail/AU6748945069/index.html,2026-06-21,2019,4.6,660.0,K-car (<=660cc),Honda,Domestic
712,ホンダ,N-BOX カスタム 660 届出済未使用車 禁煙車 HondaSENSING 両側自動ドア アダプティブクルーズコントロール 電子パーキング LEDヘッドライト スマートキー アイドリングストップ 前席シートヒーター 純正アルミホイール,159.7,149.6,"2025
(R07)","8
km",660CC,CVT,Mie,轻自动车,/usedcar/detail/AU6828851629/index.html,2026-06-21,2025,0.0008,660.0,K-car (<=660cc),Honda,Domestic
713,ダイハツ,タント 660 L 禁煙車 衝突被害軽減ブレーキ 踏み間違い防止アシスト コーナーセンサー キーレスキー LEDヘッドライト CDオーディオ アイドリングストップ,89.8,86.4,"2021
(R03)","2.5
万km",660CC,CVT,Okayama,轻自动车,/usedcar/detail/AU7093021471/index.html,2026-06-21,2021,2.5,660.0,K-car (<=660cc),Daihatsu,Domestic
714,ダイハツ,タント 660 Xターボ セレクション 禁煙車 ターボ 両側電動ドア 純正SDナビ 全周囲カメラ スマートアシストIII レーダークルーズ ドラレコ コーナーセンサー スマートキー LEDヘッド ETC 純正14インチアルミ,112.9,104.9,"2020
(R02)","5.1
万km",660CC,CVT,Mie,轻自动车,/usedcar/detail/AU7082881882/index.html,2026-06-21,2020,5.1,660.0,K-car (<=660cc),Daihatsu,Domestic
715,ダイハツ,ミラココア 660 プラス X 禁煙車 SDナビ フルセグ Bluetooth スマートキー ETC LEDヘッドライト アイドリングストップ オートエアコン 電動格納ミラー,39.9,29.2,"2015
(H27)","9.4
万km",660CC,CVT,Ehime,轻自动车,/usedcar/detail/AU6959231372/index.html,2026-06-21,2015,9.4,660.0,K-car (<=660cc),Daihatsu,Domestic
716,スズキ,アルトラパン 660 X 純正ナビ 全周囲カメラ 衝突軽減 禁煙車 シートヒーター スマートキー HIDヘッド ETC オートライト オートエアコン 純正14インチアルミホイール Bluetooth接続 CD/DVD フルセグ,74.9,67.2,"2016
(H28)","3.8
万km",660CC,CVT,Miyagi,轻自动车,/usedcar/detail/AU6946674212/index.html,2026-06-21,2016,3.8,660.0,K-car (<=660cc),Suzuki,Domestic
717,三菱,eKカスタム 660 G 禁煙/ワンオーナー/純正ナビ/前後ドラレコ/バックカメラ/フルセグ/SD/USB/CD/プッシュスタート/スマートキー/電格ウィンカーミラー/アイドリングストップ/純正14インチAW/純正フロアマット,52.8,47.9,"2013
(H25)","2.6
万km",660CC,CVT,Aichi,轻自动车,/usedcar/detail/AU7084987122/index.html,2026-06-21,2013,2.6,660.0,K-car (<=660cc),Mitsubishi,Domestic
718,スズキ,アルトラパン 660 L 社外7インチナビ バックカメラ ドライブレコーダー ステアリングスイッチ 衝突軽減ブレーキ プッシュスタート 電動格納ドアミラー アイドリングストップ 車線逸脱防止警報 オートエアコン オートライト,78.9,70.1,"2021
(R03)","5.3
万km",660CC,CVT,Hyogo,轻自动车,/usedcar/detail/AU6899930079/index.html,2026-06-21,2021,5.3,660.0,K-car (<=660cc),Suzuki,Domestic
719,ホンダ,N-BOX 660 G SSパッケージ ワンオーナー ストラーダナビ フルセグ ETC バックカメラ シートヒーター 両側パワスラ キセノンヘッドライト オートリトラミラー AM/FM/CD/DVD/SD/USB/Bluetooth スペアキー,49.8,44.8,"2016
(H28)","7.5
万km",660CC,CVT,Osaka,轻自动车,/usedcar/detail/AU7098940063/index.html,2026-06-21,2016,7.5,660.0,K-car (<=660cc),Honda,Domestic
720,ホンダ,N-BOX 660 届出済未使用車 衝突被害軽減ブレーキ 禁煙車 条件付新品DAドラレコETC 障害物センサー スマートキー LEDヘッドライト 両側スライドドア 電動スライドドア付き アダプティブクルコン CVT,139.8,131.0,"2025
(R07)","10
km",660CC,CVT,Aichi,轻自动车,/usedcar/detail/AU7024024282/index.html,2026-06-21,2025,0.001,660.0,K-car (<=660cc),Honda,Domestic
721,ホンダ,N-ONE 660 G ローダウン 衝突軽減 ナビ バックカメラ ETC オートエアコン スマートキー HIDヘッド 純正14アルミ アイドリングストップ 禁煙車,79.9,69.1,"2017
(H29)","4.1
万km",660CC,CVT,Shiga,轻自动车,/usedcar/detail/AU7098953959/index.html,2026-06-21,2017,4.1,660.0,K-car (<=660cc),Honda,Domestic
722,三菱,eKスペース 660 G 全周囲カメラ 両側電動スライドドア デジタルインナーミラー 衝突軽減装置 シートヒーター コーナーセンサ スマートキー オートハイビーム 車線逸脱警報 オートライト オートエアコン CD,112.9,105.2,"2022
(R04)","1.1
万km",660CC,CVT,Saitama,轻自动车,/usedcar/detail/AU7097108711/index.html,2026-06-21,2022,1.1,660.0,K-car (<=660cc),Mitsubishi,Domestic
723,ホンダ,N-BOX 660 4WD 電動スライドドア 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド 車線逸脱警報 オートライト オートエアコン CD,141.9,133.4,"2024
(R06)","1.1
万km",660CC,CVT,Yamagata,轻自动车,/usedcar/detail/AU6979173654/index.html,2026-06-21,2024,1.1,660.0,K-car (<=660cc),Honda,Domestic
724,スズキ,ジムニー 660 XC 4WD 禁煙 純正ナビ 衝突軽減 MT車 バックカメラ スマートキー LEDヘッド ETC 純正16インチアルミ 車線逸脱警報 オートライト,159.9,151.5,"2019
(H31)","6.4
万km",660CC,5MT,Miyazaki,轻自动车,/usedcar/detail/AU7009870828/index.html,2026-06-21,2019,6.4,660.0,K-car (<=660cc),Suzuki,Domestic
725,ダイハツ,タフト 660 G 純正ナビ(DVD/BT/USB/SD) フルセグ 全方位カメラ ETC ナビ連動ドライブレコーダー(前方) スカイフィールトップ 衝突被害軽減ブレーキ レーンアシスト 前席シートヒーター スマートキー LEDヘッドライト,100.8,96.9,"2020
(R02)","2.3
万km",660CC,CVT,Oita,轻自动车,/usedcar/detail/AU6997797716/index.html,2026-06-21,2020,2.3,660.0,K-car (<=660cc),Daihatsu,Domestic
726,スズキ,ハスラー 660 ハイブリッド G SDナビ バックカメラ,79.9,69.4,"2022
(R04)","9.6
万km",660CC,CVT,Tochigi,轻自动车,/usedcar/detail/AU6969904773/index.html,2026-06-21,2022,9.6,660.0,K-car (<=660cc),Suzuki,Domestic
727,三菱,デリカミニ 660 T プレミアム 届出済未使用車 ターボ車 衝突軽減ブレーキ 両側電動スライド オートエアコン オートライト ステアリングヒーター LEDライト アルミホイール スマートキー パドルシフト,209.9,204.9,"2026
(R08)","10
km",660CC,CVT,Mie,轻自动车,/usedcar/detail/AU6989608056/index.html,2026-06-21,2026,0.001,660.0,K-car (<=660cc),Mitsubishi,Domestic
728,ダイハツ,ミライース 660 X SAIII ナビゲーション/ETC/バックカメラ/キーレスエントリー/衝突被害軽減システム/クリアランスソナー/アイドリングストップ/ヘッドライトレベライザー/オートマチックハイビーム/フロアマット,59.7,54.8,"2017
(H29)","2.1
万km",660CC,CVT,Kagawa,轻自动车,/usedcar/detail/AU6957883368/index.html,2026-06-21,2017,2.1,660.0,K-car (<=660cc),Daihatsu,Domestic
729,ホンダ,S660 660 ベータ SPOONマフラー 純正ディスプレイオーディオ BT Bカメ ABS ETC ドラレコ 電動格納ミラー 純正フロアマット LEDヘッド フォグランプ オートライト,209.8,205.6,"2021
(R03)","4.3
万km",660CC,6MT,Hokkaido,轻自动车,/usedcar/detail/AU7043171042/index.html,2026-06-21,2021,4.3,660.0,K-car (<=660cc),Honda,Domestic
