id,brand,model,price_total,price_vehicle,year,mileage,displacement,transmission,prefecture,category,link,crawl_date,year_ce,mileage_wan_km,displacement_cc,vehicle_class,brand_clean,brand_origin
1,日産,リーフ X Vセレクション 40kW/h 電気自動車 プロパイロット 衝突被害軽減ブレーキ 踏み間違い防止アシスト EV専用ナビ Bluetooth DVDビデオ再生 フルセグTVアラウンドビューモニター 12セグメント LEDヘッドライト,128.0,112.0,"2019
(R01)","1.5
万km",,AT,Osaka,国产车,/usedcar/detail/AU7074473484/index.html,2026-06-21,2019,1.5,,Luxury (3001cc+),Nissan,Domestic
2,スバル,インプレッサG4 2.0 i-S アイサイト 4WD ESコアテクノロジー/ESセイフティプラス(運転支援/視界拡張)/アクティブトルクベクタリング/クリアビューパック/18インチAW/Pシート/DOP純正ナビ/フルセグTV/DVD再生/Bluetooth/バックカメラ/純正ドラレコ,99.9,85.6,"2018
(H30)","8.2
万km",2000CC,MT,Chiba,国产车,/usedcar/detail/AU7083034068/index.html,2026-06-21,2018,8.2,2000.0,Mid-size (1501-2000cc),Subaru,Domestic
3,日産,ノート 1.2 S SDナビ 全周囲カメラ 衝突被害軽減システム デジタルインナーミラー 禁煙車 コーナーセンサー スマートキー ETC オートハイビーム オートライト オートエアコン Bluetooth CD DVD,99.9,84.6,"2022
(R04)","8.7
万km",1200CC,AT,Ibaraki,国产车,/usedcar/detail/AU6972803269/index.html,2026-06-21,2022,8.7,1200.0,Compact (<=1500cc),Nissan,Domestic
4,日産,スカイライン 3.0 GT タイプP 後期 ツインターボ 1オーナー 禁煙車 純正18インチAW 黒革 シートヒーター シートメモリ パワーシート 全方位運転支援システム LEDヘッド 革巻きステアリング スマートキー ETC,242.9,229.3,"2020
(R02)","2.7
万km",3000CC,7AT,Aichi,国产车,/usedcar/detail/AU6953959849/index.html,2026-06-21,2020,2.7,3000.0,Large (2001-3000cc),Nissan,Domestic
5,ホンダ,N-BOX 660 届出済未使用車 電動スライドドア 衝突被害軽減システム レーダークルーズ コーナーセンサー スマートキー LEDヘッド 純正16インチアルミ 車線逸脱警報 オートライト オートエアコン,152.9,143.1,"2026
(R08)","10
km",660CC,CVT,Osaka,国产车,/usedcar/detail/AU7085728606/index.html,2026-06-21,2026,0.001,660.0,K-car (<=660cc),Honda,Domestic
6,日産,デイズルークス 660 ハイウェイスター ターボ 純正ナビ 全周囲カメラ 両側電動ドア 衝突被害軽減システム 禁煙車 ドラレコ スマートキー HIDヘッド ETC 純正15インチAW オートライト オートエアコン Bluetooth CD DVD再生,49.9,39.2,"2015
(H27)","5.8
万km",660CC,CVT,Ibaraki,国产车,/usedcar/detail/AU6950024768/index.html,2026-06-21,2015,5.8,660.0,K-car (<=660cc),Nissan,Domestic
7,スズキ,ハスラー 660 ハイブリッド G 4WD SDナビ 衝突被害軽減 アダプティブクルーズ 禁煙車 シートヒーター コーナーセンサー LEDヘッド ETC オートハイビーム 車線逸脱警報 オートライト オートエアコン Bluetooth,159.9,151.4,"2025
(R07)","0.9
万km",660CC,CVT,Niigata,国产车,/usedcar/detail/AU7066581295/index.html,2026-06-21,2025,0.9,660.0,K-car (<=660cc),Suzuki,Domestic
8,ダイハツ,ミラココア 660 プラス X 純正ナビ ETC オートエアコン スマートキー アイドリングストップ LEDヘッドライト ルーフレール 電動格納ミラー 運転席&助手席エアバッグ 盗難防止システム 衝突安全ボディ,59.9,51.9,"2014
(H26)","3.7
万km",660CC,CVT,Gunma,国产车,/usedcar/detail/AU6963782272/index.html,2026-06-21,2014,3.7,660.0,K-car (<=660cc),Daihatsu,Domestic
9,日産,リーフ AUTECH メーカーナビ 前後ドラレコ ETC2.0 プロパイロット シートヒーター 全周囲カメラ 障害物センサー 衝突被害軽減ブレーキ アクセル踏み間違い防止,107.9,98.0,"2020
(R02)","8
万km",,AT,Fukuoka,国产车,/usedcar/detail/AU7084990035/index.html,2026-06-21,2020,8.0,,Luxury (3001cc+),Nissan,Domestic
10,ダイハツ,ミライース 660 L キーレス エコアイドル,59.8,51.0,"2022
(R04)","1
万km",660CC,CVT,Aichi,国产车,/usedcar/detail/AU6806808054/index.html,2026-06-21,2022,1.0,660.0,K-car (<=660cc),Daihatsu,Domestic
11,日産,キャラバン 2.0 グランド プレミアムGX ロングボディ 15インチアルミ/ベッドキット/アラウンドビューモニター/インテリジェントルームミラー/衝突軽減ブレーキ/LEDヘッドライト/純正7インチナビ/ETC/両側小窓付きスライドドア/キャンピングカー,337.0,319.8,"2024
(R06)","0.8
万km",2000CC,7AT,Aichi,国产车,/usedcar/detail/AU6956742316/index.html,2026-06-21,2024,0.8,2000.0,Mid-size (1501-2000cc),Nissan,Domestic
12,スズキ,アルトラパン 660 アンセルバージョン AM/FMラジオ付CD キーレスエントリー,39.8,30.6,"2005
(H17)","0.4
万km",660CC,4AT,Kanagawa,国产车,/usedcar/detail/AU6952153074/index.html,2026-06-21,2005,0.4,660.0,K-car (<=660cc),Suzuki,Domestic
13,ホンダ,N-BOX 660 L 純正ディスプレイオーディオ バックカメラ 衝突被害軽減システム 電動スライド 禁煙車 コーナーセンサー スマートキー LEDヘッド ビルトインETC オートハイビーム 車線逸脱警報 オートライト,89.9,79.4,"2021
(R03)","8
万km",660CC,CVT,Ibaraki,国产车,/usedcar/detail/AU7019128400/index.html,2026-06-21,2021,8.0,660.0,K-car (<=660cc),Honda,Domestic
14,日産,ティアナ 2.5 XL コネクトナビゲーションシステム(SDナビ・CD・DVD・地デジ・アラウンドビュー・LDW・BSW・クルコン)/衝突軽減/踏み間違い防止/HIDヘッドランプ/オートライト/前席パワーシート/助手席オットマン/ビルトインETC,84.9,69.9,"2015
(H27)","3
万km",2500CC,CVT,Chiba,国产车,/usedcar/detail/AU7015936607/index.html,2026-06-21,2015,3.0,2500.0,Large (2001-3000cc),Nissan,Domestic
15,日産,リーフ S メモリーナビ バックカメラ シートヒーター LEDヘッドライト,115.7,103.0,"2021
(R03)","3.9
万km",,AT,Mie,国产车,/usedcar/detail/AU7005773456/index.html,2026-06-21,2021,3.9,,Luxury (3001cc+),Nissan,Domestic
16,トヨタ,ハイエースバン 2.7 スーパーGL ダークプライムII ワイド ミドルルーフ ロングボディ 1オーナー/ナビTV/Bカメラ/ETC/デジタルインナーM/パノラミックビューM/両側パワスラ/フロントスポイラー/17inアルミ/ローダウン/LEDテール/BOXタイプベッド,448.0,429.8,"2022
(R04)","1.5
万km",2700CC,MT,Aichi,国产车,/usedcar/detail/AU6917845578/index.html,2026-06-21,2022,1.5,2700.0,Large (2001-3000cc),Toyota,Domestic
17,ホンダ,N-BOX 660 G ターボLパッケージ 2トーンカラースタイル 両側電動ドア 純正ナビ バックカメラ bluetooth フルセグ クルーズコントロール ETC オートライト オートエアコン スマートキー 電動格納ミラー バニティミラー,46.9,40.3,"2015
(H27)","11.7
万km",660CC,CVT,Aichi,国产车,/usedcar/detail/AU7024899459/index.html,2026-06-21,2015,11.7,660.0,K-car (<=660cc),Honda,Domestic
18,日産,デイズルークス 660 X Vセレクション +SafetyII 純正ナビ/DVD対応/アラウンドビューモニタ-/ETC/両側オートスライドドア/,55.8,48.0,"2015
(H27)","6.3
万km",660CC,CVT,Fukuoka,国产车,/usedcar/detail/AU7069126263/index.html,2026-06-21,2015,6.3,660.0,K-car (<=660cc),Nissan,Domestic
19,ダイハツ,ミライース 660 G リミテッド SAIII 特別仕様車 禁煙車 衝突軽減 SDナビ バックカメラ Bluetooth ドライブレコーダー LEDヘッド オートライト スマートキー 前席シートヒーター USB入力端子 電動格納ミラー CD再生,82.9,75.5,"2021
(R03)","1.8
万km",660CC,CVT,Aichi,国产车,/usedcar/detail/AU7090871484/index.html,2026-06-21,2021,1.8,660.0,K-car (<=660cc),Daihatsu,Domestic
20,スバル,インプレッサスポーツ HV 2.0i-S アイサイト 4WD 純正ナビ ETC Bカメラ 追従クルコン,119.8,112.8,"2016
(H28)","4.6
万km",2000CC,MT,Akita,国产车,/usedcar/detail/AU7068101639/index.html,2026-06-21,2016,4.6,2000.0,Mid-size (1501-2000cc),Subaru,Domestic
21,スバル,インプレッサG4 2.0 i-L アイサイト 4WD 純正ナビ ETC ドラレコ 衝突軽減,159.8,152.6,"2022
(R04)","5.9
万km",2000CC,MT,Akita,国产车,/usedcar/detail/AU7040012430/index.html,2026-06-21,2022,5.9,2000.0,Mid-size (1501-2000cc),Subaru,Domestic
22,トヨタ,クラウンアスリート ハイブリッド 2.5 S Four 4WD 障害物センサー シートヒーター 4WD ハイブリッド ナビ&TV メモリーナビ フルセグ バックカメラ ドラレコ DVD再生 ミュージックプレイヤー接続可 衝突被害軽減システム ETC 電動シート,273.2,262.9,"2016
(H28)","3.2
万km",2500CC,CVT,Gifu,国产车,/usedcar/detail/AU6978305659/index.html,2026-06-21,2016,3.2,2500.0,Large (2001-3000cc),Toyota,Domestic
23,日産,ノート 1.2 X 純正ナビ/CD/DVD再生/Bluetooth/フルセグ/全方位カメラ/デジタルインナーミラー/ドライブレコーダー/ETC/衝突軽減ブレーキ/レーンキープアシスト/ブラインドスポットモニター/電動格納ミラー/横滑り防止機能/禁煙車,136.2,129.8,"2022
(R04)","5.6
万km",1200CC,AT,Hokkaido,国产车,/usedcar/detail/AU7043497858/index.html,2026-06-21,2022,5.6,1200.0,Compact (<=1500cc),Nissan,Domestic
24,マツダ,デミオ 1.3 13S ミッド センチュリー 禁煙車 マツダコネクトナビ バックカメラ ドラレコ ETC 衝突軽減装備 シートヒーター スマートキー シートヒーター CD/DVD/フルセグ Bluetooth接続可 LEDヘッド オートライト オートエアコン 純正15インチAW,74.9,58.2,"2015
(H27)","5.5
万km",1300CC,MT,Miyagi,国产车,/usedcar/detail/AU7067639763/index.html,2026-06-21,2015,5.5,1300.0,Compact (<=1500cc),Mazda,Domestic
25,ダイハツ,ミラココア 660 L 純正ラジオオーディオ CD再生 禁煙車,49.9,39.3,"2017
(H29)","4
万km",660CC,CVT,Tochigi,国产车,/usedcar/detail/AU6884590527/index.html,2026-06-21,2017,4.0,660.0,K-car (<=660cc),Daihatsu,Domestic
26,日産,ノート 1.2 X 禁煙車 純正7型ナビ フルセグTV Bluetooth バックカメラ ETC クリアランスソナー スマートキー 前後ドラレコ 衝突被害軽減ブレーキ アイドリングストップ,79.8,72.1,"2020
(R02)","3.2
万km",1200CC,CVT,Okayama,国产车,/usedcar/detail/AU7091031400/index.html,2026-06-21,2020,3.2,1200.0,Compact (<=1500cc),Nissan,Domestic
27,トヨタ,パッソ 1.0 X Lパッケージ 純正メモリーナビ Bluetooth機能 スマートキー ベンチシート 電動格納ミラー マニュアルエアコン 車検整備二年付,39.7,30.3,"2015
(H27)","2.7
万km",1000CC,CVT,Osaka,国产车,/usedcar/detail/AU7046878100/index.html,2026-06-21,2015,2.7,1000.0,Compact (<=1500cc),Toyota,Domestic
28,日産,リーフ X Vセレクション プロパイロット・ハイビームアシスト・スマートルームミラー・アルミホイール・フロントリアシートヒーター・ハンドルウォーマー・オートライト,122.4,109.0,"2021
(R03)","5.4
万km",,AT,Osaka,国产车,/usedcar/detail/AU7015956040/index.html,2026-06-21,2021,5.4,,Luxury (3001cc+),Nissan,Domestic
29,トヨタ,ヴィッツ 1.3 F LEDエディション 純正SDナビ バックカメラ 衝突被害軽減システム 禁煙車 スマートキー LEDヘッド ETC オートライト オートエアコン Bluetooth 地デジ,67.9,55.9,"2016
(H28)","2.6
万km",1300CC,CVT,Tochigi,国产车,/usedcar/detail/AU6921088493/index.html,2026-06-21,2016,2.6,1300.0,Compact (<=1500cc),Toyota,Domestic
30,トヨタ,クラウンロイヤル ハイブリッド 2.5 ロイヤル Four 4WD 純正ナビ(BT・TV・DVD・USB) 前後ドライブレコーダー アダプティブクルーズコントロール レーンキープアシスト プリクラッシュセーフティ バックカメラ 前席シートヒーター ETC スペアキー,218.8,208.0,"2017
(H29)","3.9
万km",2500CC,MT,Gifu,国产车,/usedcar/detail/AU7057984426/index.html,2026-06-21,2017,3.9,2500.0,Large (2001-3000cc),Toyota,Domestic
31,トヨタ,クラウンロイヤル ハイブリッド 2.5 ロイヤルサルーン 最終後期型/セーフティセンスP(衝突軽減ブレーキ・車線逸脱警報・レーダークルコン・ATハイビーム)/LEDヘッドランプ/前席パワーシート/TコネクトSDナビ(ブルーレイ対応)/ビルトインETC2.0/ドラレコ/バックカメラ,187.4,174.9,"2018
(H30)","9.6
万km",2500CC,MT,Saitama,国产车,/usedcar/detail/AU6952312981/index.html,2026-06-21,2018,9.6,2500.0,Large (2001-3000cc),Toyota,Domestic
32,トヨタ,ヴァンガード 2.4 240S Sパッケージ アルカンターラ リミテッド バックカメラ 禁煙車 左右独立型フルオートエアコン ハーフレザーシート ドラレコ スマートキー HIDヘッド ETC 純正18インチアルミ オートライト CD DVD再生 フルセグ パドルシフト,137.9,125.1,"2013
(H25)","2.6
万km",2400CC,MT,Osaka,国产车,/usedcar/detail/AU7052424194/index.html,2026-06-21,2013,2.6,2400.0,Large (2001-3000cc),Toyota,Domestic
33,日産,セレナ 2.0 ハイウェイスター VセレクションII セーフティパックB フリップダウンモニター 純正9型ナビ デジタルインナーミラー エマージェンシーブレーキ プロパイロット ハンズフリー機能付両側電動ドア リアオートエアコン LEDヘッド,102.9,85.0,"2019
(R01)","11.4
万km",2000CC,CVT,Shiga,国产车,/usedcar/detail/AU7024896828/index.html,2026-06-21,2019,11.4,2000.0,Mid-size (1501-2000cc),Nissan,Domestic
34,ホンダ,N-BOX 660 G EX ターボ ホンダセンシング GoGoチラシ対象車 メモリーナビ バックアイカメラ 両側電動スライドドア ドラレコ ETC LEDヘッドランプ パワースイッチ スマートキー アダプティブクルーズコントロール オーディオスイッチ,115.1,104.8,"2019
(H31)","1.4
万km",660CC,CVT,Kanagawa,国产车,/usedcar/detail/AU7015941628/index.html,2026-06-21,2019,1.4,660.0,K-car (<=660cc),Honda,Domestic
35,スズキ,スイフト 1.2 XL 寒冷地仕様 禁煙車 スマートキー ETC オートライト オートエアコン CD/DVD再生 革巻きステアリング ステアリングスイッチ,59.9,47.6,"2016
(H28)","2.6
万km",1200CC,CVT,Gunma,国产车,/usedcar/detail/AU7001940913/index.html,2026-06-21,2016,2.6,1200.0,Compact (<=1500cc),Suzuki,Domestic
36,ダイハツ,タフト 660 G 衝突軽減B スカイルーフ 電子パーキング 前席シートヒーター LEDヘッドライト フォグライト 革巻きステアリング スマートキー プッシュスタート アイドリングストップ ステアリングスイッチ 純正アルミホイール,119.9,111.7,"2024
(R06)","1
万km",660CC,CVT,Osaka,国产车,/usedcar/detail/AU6915580136/index.html,2026-06-21,2024,1.0,660.0,K-car (<=660cc),Daihatsu,Domestic
37,日産,ティアナ 2.5 XL ナビAVMパッケージ 本革電動シート アラウンドビューモニター 日産コネクトナビゲーション エマージェンシーブレーキ 踏み間違い衝突防止アシスト シートエアコン インテリジェントキー HIDヘッドライト フォグランプ ETC,158.7,145.0,"2020
(R02)","3.2
万km",2500CC,CVT,Hyogo,国产车,/usedcar/detail/AU7069765957/index.html,2026-06-21,2020,3.2,2500.0,Large (2001-3000cc),Nissan,Domestic
38,スズキ,ハスラー 660 ハイブリッド G 禁煙車 セーフティサポート レーダークルーズ クリアランスソナー シートヒーター LEDライト オートライト,134.9,126.8,"2024
(R06)","1
万km",660CC,CVT,Chiba,国产车,/usedcar/detail/AU6989907314/index.html,2026-06-21,2024,1.0,660.0,K-car (<=660cc),Suzuki,Domestic
39,トヨタ,ヤリス 1.5 ハイブリッド X 純正ナビ バックカメラ 衝突軽減システム レーダークルーズ 禁煙車 コーナーセンサー ETC オートハイビーム 車線逸脱警報 オートライト オートエアコン Bluetooth CD キーレスエントリー,184.9,172.9,"2024
(R06)","1.7
万km",1500CC,CVT,Aichi,国产车,/usedcar/detail/AU7065227683/index.html,2026-06-21,2024,1.7,1500.0,Compact (<=1500cc),Toyota,Domestic
40,日産,ノート 1.2 X 禁煙車/純正9型ディスプレイオーディオナビ/全周囲カメラ/コーナーセンサー/ブラインドスポットモニター/インテリジェントミラー/オートマチックハイビーム/ワイヤレス充電/衝突軽減ブレーキ/車線逸脱警報,119.8,110.7,"2021
(R03)","5.1
万km",1200CC,AT,Chiba,国产车,/usedcar/detail/AU7094971504/index.html,2026-06-21,2021,5.1,1200.0,Compact (<=1500cc),Nissan,Domestic
41,ホンダ,N-BOX 660 届出済未使用車 電動スライドドア ホンダセンシング 前席シートヒーター コーナーセンサー スマートキー LEDヘッドライト オートハイビーム 車線逸脱警報 オートライト オートエアコン,165.9,156.1,"2026
(R08)","6
km",660CC,CVT,Ehime,国产车,/usedcar/detail/AU7083458469/index.html,2026-06-21,2026,0.0006,660.0,K-car (<=660cc),Honda,Domestic
42,ホンダ,N-BOX 660 L ホンダセンシング 禁煙 HONDA純正ナビ シートヒーター バックモニター コーナーセンサー 追従走行機能付きクルーズコントロール 車線逸脱警報 誤発進抑制機能 標識認識機能 オートLEDライト,109.8,106.3,"2022
(R04)","3.9
万km",660CC,CVT,Chiba,国产车,/usedcar/detail/AU6976589080/index.html,2026-06-21,2022,3.9,660.0,K-car (<=660cc),Honda,Domestic
43,日産,スカイライン 3.0 GT タイプP 純正ナビ・TV・全方位カメラ・ETC2.0・エマージェンシーブレーキ・ブラインドスポットモニター・レーンキープアシスト・アダプティブクルーズコントロール・本革シート・シートヒーター・パワーシート,340.6,319.9,"2023
(R05)","2
万km",3000CC,MT,Aichi,国产车,/usedcar/detail/AU6972205736/index.html,2026-06-21,2023,2.0,3000.0,Large (2001-3000cc),Nissan,Domestic
44,トヨタ,ルーミー 1.0 G 禁煙車 スマートアシスト ナビ フルセグ バックモニター オートライト 両側パワースライドドア 障害物センサー ETC スマートキー LEDヘッドライト ウィンカーミラー アルミホイール,131.3,120.5,"2021
(R03)","2.4
万km",1000CC,CVT,Hokkaido,国产车,/usedcar/detail/AU7005458995/index.html,2026-06-21,2021,2.4,1000.0,Compact (<=1500cc),Toyota,Domestic
45,レクサス,HS 250h 純正HDDナビ FM/AM/CD/DVD/BT/USB/AUX/フルセグ パワーシート バックカメラ AFS LEDヘッドライト フォグランプ 純正AW17インチ 電動格納ミラー 純正フロアマット,109.0,97.6,"2013
(H25)","6.9
万km",2400CC,CVT,Aichi,国产车,/usedcar/detail/AU7093779708/index.html,2026-06-21,2013,6.9,2400.0,Large (2001-3000cc),Lexus,Domestic
46,ダイハツ,タフト 660 X SDナビ バックカメラ 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド ETC 純正15インチAW オートハイビーム 車線逸脱警報 オートライト オートエアコン,132.9,124.4,"2025
(R07)","0.8
万km",660CC,CVT,Ibaraki,国产车,/usedcar/detail/AU7018662204/index.html,2026-06-21,2025,0.8,660.0,K-car (<=660cc),Daihatsu,Domestic
47,スズキ,アルトラパン 660 X 純正8型ナビ 全周囲カメラ 衝突軽減 禁煙車 ドラレコ ETC コーナーセンサー シートヒーター スマートキー オートライト/エアコン HIDヘッド Bluetooth 車線逸脱警報,89.9,81.9,"2020
(R02)","5.4
万km",660CC,CVT,Hiroshima,国产车,/usedcar/detail/AU6918860716/index.html,2026-06-21,2020,5.4,660.0,K-car (<=660cc),Suzuki,Domestic
48,日産,リーフ X Vセレクション 90周年記念車 日産コネクトナビ ETC2.0 シートヒーター プロパイロット 全周囲カメラ スマートルームミラー 衝突被害軽減ブレーキ アクセル踏み間違い防止,192.9,183.0,"2023
(R05)","1.2
万km",,AT,Fukuoka,国产车,/usedcar/detail/AU7040345134/index.html,2026-06-21,2023,1.2,,Luxury (3001cc+),Nissan,Domestic
49,スズキ,スイフト 1.2 XG FF 保証3年距離無制限,101.1,92.0,"2021
(R03)","2.9
万km",1200CC,5MT,Aomori,国产车,/usedcar/detail/AU6728647567/index.html,2026-06-21,2021,2.9,1200.0,Compact (<=1500cc),Suzuki,Domestic
50,マツダ,デミオ 1.3 13S ツーリング 純正コネクトナビ Bluetooth対応 360℃モニター ヘッドアップディスプレイ スマートキー プッシュスタート クルーズコントロール 革巻きステアリング LEDヘッドライト 純正アルミホイール 障害物センサー,85.9,74.1,"2018
(H30)","2
万km",1300CC,MT,Osaka,国产车,/usedcar/detail/AU6877267132/index.html,2026-06-21,2018,2.0,1300.0,Compact (<=1500cc),Mazda,Domestic
51,スズキ,ハスラー 660 ハイブリッド G 禁煙車 LEDライト スズキセーフティーサポート アダプティブクルーズコントロール スマートキー シートヒーター シートリフター SRSエアバック パワーウインドウ パワーステアリング,119.9,114.0,"2025
(R07)","0.4
万km",660CC,CVT,Yamagata,国产车,/usedcar/detail/AU6931955937/index.html,2026-06-21,2025,0.4,660.0,K-car (<=660cc),Suzuki,Domestic
52,ホンダ,N-BOX カスタム 660 ターボ マイナーチェンジ前モデル HondaSENSING アダプティブクルーズコントロール 電子パーキング 左パワースライドドア LEDヘッドライト スマートキー アイドリングストップ 前席シートヒーター 純正アルミホイール,179.9,170.0,"2026
(R08)","4
km",660CC,MT,Nara,国产车,/usedcar/detail/AU7093221114/index.html,2026-06-21,2026,0.0004,660.0,K-car (<=660cc),Honda,Domestic
53,日産,ティアナ 2.5 XL 走行1.6万キロ/ワンオーナー/コネクトナビ/アラウンドビューモニター/衝突軽減ブレ-キ/車線逸脱警報/後側方検知警報/踏み間違防止/クルコン/HIDライト/パワーオットマン/パワーシート/純正16インチアルミホイール,109.9,94.9,"2015
(H27)","1.6
万km",2500CC,CVT,Chiba,国产车,/usedcar/detail/AU6971686219/index.html,2026-06-21,2015,1.6,2500.0,Large (2001-3000cc),Nissan,Domestic
54,ホンダ,シャトル 1.5 ハイブリッド X スタイルエディション 純正インターナビ フルセグ バックカメラ シティブレーキアクティブシステム クルーズコントロール LEDヘッドライト オートライト ETC スマートキー 革巻きステアリング パドルシフト,89.9,77.6,"2016
(H28)","3.7
万km",1500CC,7AT,Chiba,国产车,/usedcar/detail/AU6949905523/index.html,2026-06-21,2016,3.7,1500.0,Compact (<=1500cc),Honda,Domestic
55,日産,ルークス 660 ハイウェイスターX 新型 両側電動スライドドア 衝突被害軽減ブレーキ コーナーセンサー スマートキー アイドリングストップ アルミホイール オートエアコン 電動格納ドアミラー ベンチシート LEDヘッドライト,169.9,160.9,"2026
(R08)","7
km",660CC,CVT,Aichi,国产车,/usedcar/detail/AU6901787675/index.html,2026-06-21,2026,0.0007,660.0,K-car (<=660cc),Nissan,Domestic
56,ホンダ,N-BOX カスタム 660 L ターボ 車両品質評価書付/ナビ/バックカメラ/衝突軽減ブレーキ/両側パワースライドドア/ETC車載器/アダプティブクルーズコントロール/シートヒーター/テレビ/Bluetooth/プッシュスタート/スマートキー/ステアリングリモコン,119.6,109.8,"2021
(R03)","5.1
万km",660CC,MT,Wakayama,国产车,/usedcar/detail/AU7091202636/index.html,2026-06-21,2021,5.1,660.0,K-car (<=660cc),Honda,Domestic
57,トヨタ,エスティマ 2.4 アエラス プレミアム エディション サンルーフ・ナビ・バックカメラ・ETC・後席モニター,105.0,95.0,"2013
(H25)","8.6
万km",2400CC,MT,Fukuoka,国产车,/usedcar/detail/AU7093210882/index.html,2026-06-21,2013,8.6,2400.0,Large (2001-3000cc),Toyota,Domestic
58,マツダ,プレマシー 2.0 20C スカイアクティブ ナビ バックカメラ パワースライドドア Bluetooth再生 ETC リモコンキー 電動格納ミラー TV再生 フロアマット 7人乗り ドアバイザー オートエアコン 禁煙車,58.9,46.2,"2013
(H25)","2.4
万km",2000CC,6AT,Osaka,国产车,/usedcar/detail/AU6922885816/index.html,2026-06-21,2013,2.4,2000.0,Mid-size (1501-2000cc),Mazda,Domestic
59,トヨタ,アクア 1.5 S 社外ナビ/フルセグTV/CD/DVD/Bluetooth/運転席+助手席シートヒーター/バックカメラ/スマートキー/プッシュスタート/ワイパーデアイサー/純正フロアマット/社外17インチアルミホイール/電動格納式ミラー/禁煙車,40.8,34.2,"2014
(H26)","11.6
万km",1500CC,CVT,Hokkaido,国产车,/usedcar/detail/AU7086543962/index.html,2026-06-21,2014,11.6,1500.0,Compact (<=1500cc),Toyota,Domestic
60,ホンダ,N-BOX 660 G L ホンダセンシング レーダークルーズ SDナビ バックカメラ 両側電動ドア シートヒーター コーナーセンサー スマートキー LEDヘッド ETC オートハイビーム 車線逸脱警報 誤発進抑制機能 オートエアコン 先行車発進告知機能,99.9,91.9,"2020
(R02)","4.8
万km",660CC,CVT,Miyagi,国产车,/usedcar/detail/AU6826985833/index.html,2026-06-21,2020,4.8,660.0,K-car (<=660cc),Honda,Domestic
61,日産,ノート 1.2 e-POWER X 純正ナビ 全周囲カメラ 衝突被害軽減システム 禁煙車 コーナーセンサー スマートキー LEDヘッド ETC オートライト オートエアコン 純正15インチAW Bluetooth CD/DVD フルセグ,79.9,63.4,"2016
(H28)","4.1
万km",1200CC,AT,Ibaraki,国产车,/usedcar/detail/AU6946493394/index.html,2026-06-21,2016,4.1,1200.0,Compact (<=1500cc),Nissan,Domestic
62,マツダ,アテンザ 2.2 XD Lパッケージ ディーゼルターボ 禁煙車 BOSEサウンド ターボ ディーゼル(軽油) 純正SDナビ バックカメラ アドバンスドスマートシティブレーキサポート レーダークルーズ LEDヘッドライト シートヒーター,149.9,131.3,"2019
(R01)","9.6
万km",2200CC,MT,Osaka,国产车,/usedcar/detail/AU6980421741/index.html,2026-06-21,2019,9.6,2200.0,Large (2001-3000cc),Mazda,Domestic
63,トヨタ,マークX 2.5 プレミアム 禁煙車 純正ナビ Bカメラ ETC クルコン,168.8,157.1,"2014
(H26)","0.3
万km",2500CC,MT,Saitama,国产车,/usedcar/detail/AU7062481897/index.html,2026-06-21,2014,0.3,2500.0,Large (2001-3000cc),Toyota,Domestic
64,マツダ,デミオ 1.5 XD ブラック レザー リミテッド ディーゼルターボ 4WD ディーゼル ターボ マツダコネクトナビ ブラインドスポットモニタリング 衝突被害軽減システム 禁煙車 ハーフレザーシート スマートキー LEDヘッド ETC クルコン,75.9,63.6,"2016
(H28)","8.4
万km",1500CC,MT,Hokkaido,国产车,/usedcar/detail/AU7045242946/index.html,2026-06-21,2016,8.4,1500.0,Compact (<=1500cc),Mazda,Domestic
65,ホンダ,フィット 1.5 e:HEV ベーシック ホンダセンシング CD ETC スマートキー アダプティブクルーズコントロール CMBS コーナーセンサー,105.0,93.0,"2020
(R02)","3.9
万km",1500CC,AT,Fukuoka,国产车,/usedcar/detail/AU7093463023/index.html,2026-06-21,2020,3.9,1500.0,Compact (<=1500cc),Honda,Domestic
66,日産,マーチ 1.2 X Vセレクション 純正ナビ バックカメラ インテリキー プッシュスタート オートライト アイドリングストップ Bluetooth 横滑り防止装置 ヘッドライトレベライザー,54.9,39.1,"2017
(H29)","5.5
万km",1200CC,CVT,Fukuoka,国产车,/usedcar/detail/AU7041354194/index.html,2026-06-21,2017,5.5,1200.0,Compact (<=1500cc),Nissan,Domestic
67,日産,ルークス 660 ハイウェイスターGターボ プロパイロット エディション 純正9型ナビ 全周囲カメラ 衝突軽減 禁煙車 プロパイロット 両側電動ドア コーナーセンサー スマートキー LEDヘッド&フォグ オートライト ETC 電動格納ミラー 盗難防止システム,134.9,127.2,"2022
(R04)","1.1
万km",660CC,CVT,Ibaraki,国产车,/usedcar/detail/AU6982635650/index.html,2026-06-21,2022,1.1,660.0,K-car (<=660cc),Nissan,Domestic
68,ダイハツ,ミラトコット 660 G リミテッド SAIII SDナビ フルセグ 全方位カメラ ETC,75.8,71.1,"2021
(R03)","7
万km",660CC,CVT,Hokkaido,国产车,/usedcar/detail/AU7017291507/index.html,2026-06-21,2021,7.0,660.0,K-car (<=660cc),Daihatsu,Domestic
