id,year,month,category,passenger_car,bonnet_van,passenger_group_total,cabover_van,truck,cargo_group_total,total,yoy_pct,data_source,crawl_date
642,2018,6,軽四輪車,122889,813,123702,21459,15843,37302,161004,-0.4,zenkeijikyo,2026-06-24
643,2018,7,軽四輪車,123819,3794,127613,15759,16285,32044,159657,7.1,zenkeijikyo,2026-06-24
644,2018,8,軽四輪車,101985,3081,105066,11971,13823,25794,130860,7.7,zenkeijikyo,2026-06-24
645,2018,9,軽四輪車,138998,4784,143782,15771,17500,33271,177053,0.0,zenkeijikyo,2026-06-24
646,2018,10,軽四輪車,119702,6181,125883,15591,15965,31556,157439,11.7,zenkeijikyo,2026-06-24
647,2018,11,軽四輪車,116488,6133,122621,23825,15903,39728,162349,9.2,zenkeijikyo,2026-06-24
648,2018,12,軽四輪車,104518,4210,108728,13619,14299,27918,136646,3.6,zenkeijikyo,2026-06-24
649,2019,1,軽四輪車,124715,5570,130285,14205,14437,28642,158927,1.8,zenkeijikyo,2026-06-24
650,2019,2,軽四輪車,140369,6036,146405,16875,15737,32612,179017,1.0,zenkeijikyo,2026-06-24
651,2019,3,軽四輪車,175252,6678,181930,21589,19921,41510,223440,-2.5,zenkeijikyo,2026-06-24
652,2019,4,軽四輪車,115363,4451,119814,13687,14232,27919,147733,4.9,zenkeijikyo,2026-06-24
653,2019,5,軽四輪車,114782,4331,119113,14600,15069,29669,148782,9.5,zenkeijikyo,2026-06-24
654,2019,6,軽四輪車,118919,4735,123654,20136,16383,36519,160173,-0.5,zenkeijikyo,2026-06-24
655,2019,7,軽四輪車,121272,4297,125569,17047,16041,33088,158657,-0.6,zenkeijikyo,2026-06-24
656,2019,8,軽四輪車,115276,3633,118909,14140,12833,26973,145882,11.5,zenkeijikyo,2026-06-24
657,2019,9,軽四輪車,158576,3797,162373,18113,20017,38130,200503,13.2,zenkeijikyo,2026-06-24
658,2019,10,軽四輪車,95247,2870,98117,12537,11640,24177,122294,-22.3,zenkeijikyo,2026-06-24
659,2019,11,軽四輪車,109921,3370,113291,20135,13588,33723,147014,-9.4,zenkeijikyo,2026-06-24
660,2019,12,軽四輪車,89513,2775,92288,12970,12666,25636,117924,-13.7,zenkeijikyo,2026-06-24
661,2020,1,軽四輪車,108374,3113,111487,13634,13518,27152,138639,-12.8,zenkeijikyo,2026-06-24
662,2020,2,軽四輪車,128897,3341,132238,15337,14308,29645,161883,-9.6,zenkeijikyo,2026-06-24
663,2020,3,軽四輪車,163342,4386,167728,19440,19315,38755,206483,-7.6,zenkeijikyo,2026-06-24
664,2020,4,軽四輪車,74557,2867,77424,10204,10627,20831,98255,-33.5,zenkeijikyo,2026-06-24
665,2020,5,軽四輪車,50623,2361,52984,8124,9199,17323,70307,-52.7,zenkeijikyo,2026-06-24
666,2020,6,軽四輪車,101765,3128,104893,13317,14305,27622,132515,-17.3,zenkeijikyo,2026-06-24
667,2020,7,軽四輪車,123298,2925,126223,15580,15188,30768,156991,-1.1,zenkeijikyo,2026-06-24
668,2020,8,軽四輪車,101009,2651,103660,12524,12423,24947,128607,-11.8,zenkeijikyo,2026-06-24
669,2020,9,軽四輪車,138476,2862,141338,17036,17812,34848,176186,-12.1,zenkeijikyo,2026-06-24
670,2020,10,軽四輪車,118436,3195,121631,15451,16465,31916,153547,25.6,zenkeijikyo,2026-06-24
671,2020,11,軽四輪車,117868,3391,121259,20136,17137,37273,158532,7.8,zenkeijikyo,2026-06-24
672,2020,12,軽四輪車,104504,3090,107594,13696,14853,28549,136143,15.4,zenkeijikyo,2026-06-24
673,2021,1,軽四輪車,116267,2675,118942,14071,14837,28908,147850,6.6,zenkeijikyo,2026-06-24
674,2021,2,軽四輪車,134937,2353,137290,15932,16704,32636,169926,5.0,zenkeijikyo,2026-06-24
675,2021,3,軽四輪車,181147,5286,186433,20559,21897,42456,228889,10.9,zenkeijikyo,2026-06-24
676,2021,4,軽四輪車,105637,2679,108316,15402,15823,31225,139541,42.0,zenkeijikyo,2026-06-24
677,2021,5,軽四輪車,95590,1832,97422,13902,14244,28146,125568,78.6,zenkeijikyo,2026-06-24
678,2021,6,軽四輪車,98515,2713,101228,15932,13774,29706,130934,-1.2,zenkeijikyo,2026-06-24
679,2021,7,軽四輪車,96756,3161,99917,15758,14625,30383,130300,-17.0,zenkeijikyo,2026-06-24
680,2021,8,軽四輪車,88072,1847,89919,12688,10522,23210,113129,-12.0,zenkeijikyo,2026-06-24
681,2021,9,軽四輪車,87240,945,88185,13384,11379,24763,112948,-35.9,zenkeijikyo,2026-06-24
682,2021,10,軽四輪車,79891,375,80266,14312,8020,22332,102598,-33.2,zenkeijikyo,2026-06-24
683,2021,11,軽四輪車,102942,1980,104922,16807,11450,28257,133179,-16.0,zenkeijikyo,2026-06-24
684,2021,12,軽四輪車,88842,3116,91958,14104,11598,25702,117660,-13.6,zenkeijikyo,2026-06-24
685,2022,1,軽四輪車,90519,2783,93302,15441,13833,29274,122576,-17.1,zenkeijikyo,2026-06-24
686,2022,2,軽四輪車,105119,3074,108193,18045,14731,32776,140969,-17.0,zenkeijikyo,2026-06-24
687,2022,3,軽四輪車,141849,4153,146002,23040,16527,39567,185569,-18.9,zenkeijikyo,2026-06-24
688,2022,4,軽四輪車,90783,2757,93540,14756,12563,27319,120859,-13.4,zenkeijikyo,2026-06-24
689,2022,5,軽四輪車,75451,1659,77110,12605,10364,22969,100079,-20.3,zenkeijikyo,2026-06-24
690,2022,6,軽四輪車,98397,2814,101211,16050,13105,29155,130366,-0.4,zenkeijikyo,2026-06-24
691,2022,7,軽四輪車,101434,2478,103912,16693,14596,31289,135201,3.8,zenkeijikyo,2026-06-24
692,2022,8,軽四輪車,79827,3277,83104,14821,13042,27863,110967,-1.9,zenkeijikyo,2026-06-24
693,2022,9,軽四輪車,113316,4316,117632,18539,16950,35489,153121,35.6,zenkeijikyo,2026-06-24
694,2022,10,軽四輪車,109607,3665,113272,19111,15234,34345,147617,43.9,zenkeijikyo,2026-06-24
695,2022,11,軽四輪車,115155,4257,119412,21081,15045,36126,155538,16.8,zenkeijikyo,2026-06-24
696,2022,12,軽四輪車,103537,3751,107288,15826,12160,27986,135274,15.0,zenkeijikyo,2026-06-24
697,2023,1,軽四輪車,117615,4390,122005,17622,13214,30836,152841,24.7,zenkeijikyo,2026-06-24
698,2023,2,軽四輪車,119577,4407,123984,19016,13889,32905,156889,11.3,zenkeijikyo,2026-06-24
699,2023,3,軽四輪車,147781,5231,153012,23701,17224,40925,193937,4.5,zenkeijikyo,2026-06-24
700,2023,4,軽四輪車,96483,3362,99845,17202,12558,29760,129605,7.2,zenkeijikyo,2026-06-24
701,2023,5,軽四輪車,92238,2780,95018,14246,10804,25050,120068,20.0,zenkeijikyo,2026-06-24
702,2023,6,軽四輪車,105273,3244,108517,14871,9537,24408,132925,2.0,zenkeijikyo,2026-06-24
703,2023,7,軽四輪車,99340,3083,102423,13031,10357,23388,125811,-6.9,zenkeijikyo,2026-06-24
704,2023,8,軽四輪車,97238,2536,99774,14380,12322,26702,126476,14.0,zenkeijikyo,2026-06-24
705,2023,9,軽四輪車,125583,3173,128756,18911,17618,36529,165285,7.9,zenkeijikyo,2026-06-24
706,2023,10,軽四輪車,119802,2631,122433,17673,14422,32095,154528,4.7,zenkeijikyo,2026-06-24
707,2023,11,軽四輪車,119459,3084,122543,19566,13926,33492,156035,0.3,zenkeijikyo,2026-06-24
708,2023,12,軽四輪車,100941,2992,103933,14919,11667,26586,130519,-3.5,zenkeijikyo,2026-06-24
709,2024,1,軽四輪車,92267,3308,95575,12390,9985,22375,117950,-22.8,zenkeijikyo,2026-06-24
710,2024,2,軽四輪車,95855,3463,99318,10408,8325,18733,118051,-24.8,zenkeijikyo,2026-06-24
711,2024,3,軽四輪車,115318,3252,118570,16451,13207,29658,148228,-23.6,zenkeijikyo,2026-06-24
712,2024,4,軽四輪車,77128,2296,79424,13329,10056,23385,102809,-20.7,zenkeijikyo,2026-06-24
713,2024,5,軽四輪車,84634,2937,87571,13395,9797,23192,110763,-7.7,zenkeijikyo,2026-06-24
714,2024,6,軽四輪車,100773,3247,104020,16145,11873,28018,132038,-0.7,zenkeijikyo,2026-06-24
715,2024,7,軽四輪車,109021,3338,112359,16639,12983,29622,141981,12.9,zenkeijikyo,2026-06-24
716,2024,8,軽四輪車,91084,2506,93590,14198,12000,26198,119788,-5.3,zenkeijikyo,2026-06-24
717,2024,9,軽四輪車,125813,3507,129320,18572,16463,35035,164355,-0.6,zenkeijikyo,2026-06-24
718,2024,10,軽四輪車,106203,3373,109576,17726,15876,33602,143178,-7.3,zenkeijikyo,2026-06-24
719,2024,11,軽四輪車,108187,3166,111353,17336,10998,28334,139687,-10.5,zenkeijikyo,2026-06-24
720,2024,12,軽四輪車,95812,2906,98718,13860,6462,20322,119040,-8.8,zenkeijikyo,2026-06-24
721,2025,1,軽四輪車,111544,2952,114496,16540,6316,22856,137352,16.4,zenkeijikyo,2026-06-24
722,2025,2,軽四輪車,120322,2885,123207,16796,6590,23386,146593,24.2,zenkeijikyo,2026-06-24
723,2025,3,軽四輪車,132646,3452,136098,19583,14147,33730,169828,14.6,zenkeijikyo,2026-06-24
724,2025,4,軽四輪車,96039,2528,98567,14569,12678,27247,125814,22.4,zenkeijikyo,2026-06-24
725,2025,5,軽四輪車,91514,2607,94121,14185,12240,26425,120546,8.8,zenkeijikyo,2026-06-24
726,2025,6,軽四輪車,111786,3063,114849,16240,14510,30750,145599,10.3,zenkeijikyo,2026-06-24
727,2025,7,軽四輪車,105779,2872,108651,15168,14497,29665,138316,-2.6,zenkeijikyo,2026-06-24
728,2025,8,軽四輪車,89474,2467,91941,12188,10496,22684,114625,-4.3,zenkeijikyo,2026-06-24
729,2025,9,軽四輪車,127950,3976,131926,17313,13586,30899,162825,-0.9,zenkeijikyo,2026-06-24
730,2025,10,軽四輪車,113895,3034,116929,16982,13395,30377,147306,2.9,zenkeijikyo,2026-06-24
731,2025,11,軽四輪車,105468,2880,108348,15424,11234,26658,135006,-3.4,zenkeijikyo,2026-06-24
732,2025,12,軽四輪車,96440,2520,98960,13702,10888,24590,123550,3.8,zenkeijikyo,2026-06-24
733,2026,1,軽四輪車,107793,2751,110544,14259,14117,28376,138920,1.1,zenkeijikyo,2026-06-24
734,2026,2,軽四輪車,117172,2545,119717,16821,14757,31578,151295,3.2,zenkeijikyo,2026-06-24
735,2026,3,軽四輪車,142126,2986,145112,21476,18076,39552,184664,8.7,zenkeijikyo,2026-06-24
736,2026,4,軽四輪車,91447,2300,93747,12438,12397,24835,118582,-5.7,zenkeijikyo,2026-06-24
737,2026,5,軽四輪車,89424,2600,92024,14349,11630,25979,118003,-2.1,zenkeijikyo,2026-06-24
750,2026,6,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
751,2026,7,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
752,2026,8,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
753,2026,9,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
754,2026,10,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
755,2026,11,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
756,2026,12,軽四輪車,,,,,,,,,zenkeijikyo,2026-06-24
