id,year,month,brand,vehicle_type,sales_count,data_source,crawl_date
10103,2022,12,ダイハツ,乗用車(登録車),2600,JADA,2026-06-24
10104,2022,12,ダイハツ,貨物車(登録車),9,JADA,2026-06-24
10105,2022,12,ダイハツ,乗用車(軽),32581,JADA,2026-06-24
10106,2022,12,ダイハツ,貨物車(軽),13946,JADA,2026-06-24
10107,2022,12,日野,貨物車(登録車),2332,JADA,2026-06-24
10108,2022,12,ホンダ,乗用車(登録車),22108,JADA,2026-06-24
10109,2022,12,ホンダ,乗用車(軽),21858,JADA,2026-06-24
10110,2022,12,ホンダ,貨物車(軽),2619,JADA,2026-06-24
10111,2022,12,いすゞ,貨物車(登録車),4404,JADA,2026-06-24
10112,2022,12,レクサス,乗用車(登録車),3074,JADA,2026-06-24
10113,2022,12,マツダ,乗用車(登録車),9320,JADA,2026-06-24
10114,2022,12,マツダ,貨物車(登録車),348,JADA,2026-06-24
10115,2022,12,マツダ,乗用車(軽),1978,JADA,2026-06-24
10116,2022,12,マツダ,貨物車(軽),537,JADA,2026-06-24
10117,2022,12,三菱,乗用車(登録車),3600,JADA,2026-06-24
10118,2022,12,三菱,乗用車(軽),2737,JADA,2026-06-24
10119,2022,12,三菱,貨物車(軽),723,JADA,2026-06-24
10120,2022,12,三菱ふそう,貨物車(登録車),3150,JADA,2026-06-24
10121,2022,12,日産,乗用車(登録車),17193,JADA,2026-06-24
10122,2022,12,日産,貨物車(登録車),2940,JADA,2026-06-24
10123,2022,12,日産,乗用車(軽),11840,JADA,2026-06-24
10124,2022,12,日産,貨物車(軽),2483,JADA,2026-06-24
10125,2022,12,スバル,乗用車(登録車),6836,JADA,2026-06-24
10126,2022,12,スバル,乗用車(軽),745,JADA,2026-06-24
10127,2022,12,スバル,貨物車(軽),572,JADA,2026-06-24
10128,2022,12,スズキ,乗用車(登録車),9333,JADA,2026-06-24
10129,2022,12,スズキ,乗用車(軽),31134,JADA,2026-06-24
10130,2022,12,スズキ,貨物車(軽),9472,JADA,2026-06-24
10131,2022,12,トヨタ,乗用車(登録車),80347,JADA,2026-06-24
10132,2022,12,トヨタ,貨物車(登録車),13352,JADA,2026-06-24
10133,2022,12,トヨタ,乗用車(軽),662,JADA,2026-06-24
10134,2022,12,トヨタ,貨物車(軽),1385,JADA,2026-06-24
10135,2022,12,UDトラックス,貨物車(登録車),1008,JADA,2026-06-24
10136,2022,12,ABARTH,乗用車(登録車),214,JADA,2026-06-24
10137,2022,12,Alfa Romeo,乗用車(登録車),148,JADA,2026-06-24
10138,2022,12,Aston Martin,乗用車(登録車),28,JADA,2026-06-24
10139,2022,12,Audi,乗用車(登録車),2181,JADA,2026-06-24
10140,2022,12,Bentley,乗用車(登録車),49,JADA,2026-06-24
10141,2022,12,BMW,乗用車(登録車),3003,JADA,2026-06-24
10142,2022,12,BMW Alpina,乗用車(登録車),14,JADA,2026-06-24
10143,2022,12,BMW MINI,乗用車(登録車),1898,JADA,2026-06-24
10144,2022,12,Cadillac,乗用車(登録車),75,JADA,2026-06-24
10145,2022,12,Chevrolet,乗用車(登録車),65,JADA,2026-06-24
10146,2022,12,Chevrolet,貨物車(登録車),4,JADA,2026-06-24
10147,2022,12,Citroen,乗用車(登録車),728,JADA,2026-06-24
10148,2022,12,Dodge,乗用車(登録車),20,JADA,2026-06-24
10149,2022,12,Dodge,貨物車(登録車),1,JADA,2026-06-24
10150,2022,12,DS,乗用車(登録車),45,JADA,2026-06-24
10151,2022,12,Ferrari,乗用車(登録車),45,JADA,2026-06-24
10152,2022,12,Fiat,乗用車(登録車),489,JADA,2026-06-24
10153,2022,12,Fiat,貨物車(登録車),6,JADA,2026-06-24
10154,2022,12,Ford,乗用車(登録車),25,JADA,2026-06-24
10155,2022,12,Ford,貨物車(登録車),2,JADA,2026-06-24
10156,2022,12,Hyundai,乗用車(登録車),57,JADA,2026-06-24
10157,2022,12,Jaguar,乗用車(登録車),77,JADA,2026-06-24
10158,2022,12,Jeep,乗用車(登録車),872,JADA,2026-06-24
10159,2022,12,Jeep,貨物車(登録車),60,JADA,2026-06-24
10160,2022,12,Lamborghini,乗用車(登録車),18,JADA,2026-06-24
10161,2022,12,Land Rover,乗用車(登録車),364,JADA,2026-06-24
10162,2022,12,Land Rover,貨物車(登録車),1,JADA,2026-06-24
10163,2022,12,Lotus,乗用車(登録車),6,JADA,2026-06-24
10164,2022,12,Maserati,乗用車(登録車),135,JADA,2026-06-24
10165,2022,12,ＭcＬaren,乗用車(登録車),15,JADA,2026-06-24
10166,2022,12,Mercedes-Benz,乗用車(登録車),6860,JADA,2026-06-24
10167,2022,12,Mercedes-Benz,貨物車(登録車),1,JADA,2026-06-24
10168,2022,12,Peugeot,乗用車(登録車),982,JADA,2026-06-24
10169,2022,12,Porsche,乗用車(登録車),874,JADA,2026-06-24
10170,2022,12,Renault,乗用車(登録車),619,JADA,2026-06-24
10171,2022,12,Roｌｌs Royce,乗用車(登録車),18,JADA,2026-06-24
10172,2022,12,Scania,貨物車(登録車),36,JADA,2026-06-24
10173,2022,12,smart,乗用車(登録車),1,JADA,2026-06-24
10174,2022,12,Volvo,乗用車(登録車),1845,JADA,2026-06-24
10175,2022,12,Volvo,貨物車(登録車),49,JADA,2026-06-24
10176,2022,12,VW,乗用車(登録車),3811,JADA,2026-06-24
10177,2022,11,ダイハツ,乗用車(登録車),3398,JADA,2026-06-24
10178,2022,11,ダイハツ,貨物車(登録車),30,JADA,2026-06-24
10179,2022,11,ダイハツ,乗用車(軽),38462,JADA,2026-06-24
10180,2022,11,ダイハツ,貨物車(軽),18291,JADA,2026-06-24
10181,2022,11,日野,貨物車(登録車),2259,JADA,2026-06-24
10182,2022,11,ホンダ,乗用車(登録車),25948,JADA,2026-06-24
10183,2022,11,ホンダ,乗用車(軽),22759,JADA,2026-06-24
10184,2022,11,ホンダ,貨物車(軽),2896,JADA,2026-06-24
10185,2022,11,いすゞ,貨物車(登録車),4121,JADA,2026-06-24
10186,2022,11,レクサス,乗用車(登録車),2654,JADA,2026-06-24
10187,2022,11,マツダ,乗用車(登録車),8674,JADA,2026-06-24
10188,2022,11,マツダ,貨物車(登録車),361,JADA,2026-06-24
10189,2022,11,マツダ,乗用車(軽),2177,JADA,2026-06-24
10190,2022,11,マツダ,貨物車(軽),655,JADA,2026-06-24
10191,2022,11,三菱,乗用車(登録車),3310,JADA,2026-06-24
10192,2022,11,三菱,乗用車(軽),2423,JADA,2026-06-24
10193,2022,11,三菱,貨物車(軽),1079,JADA,2026-06-24
10194,2022,11,三菱ふそう,貨物車(登録車),2255,JADA,2026-06-24
10195,2022,11,日産,乗用車(登録車),19639,JADA,2026-06-24
10196,2022,11,日産,貨物車(登録車),2501,JADA,2026-06-24
10197,2022,11,日産,乗用車(軽),11715,JADA,2026-06-24
10198,2022,11,日産,貨物車(軽),3051,JADA,2026-06-24
10199,2022,11,スバル,乗用車(登録車),7426,JADA,2026-06-24
10200,2022,11,スバル,乗用車(軽),828,JADA,2026-06-24
10201,2022,11,スバル,貨物車(軽),805,JADA,2026-06-24
10202,2022,11,スズキ,乗用車(登録車),9762,JADA,2026-06-24
10203,2022,11,スズキ,乗用車(軽),35841,JADA,2026-06-24
10204,2022,11,スズキ,貨物車(軽),12560,JADA,2026-06-24
10205,2022,11,トヨタ,乗用車(登録車),89557,JADA,2026-06-24
10206,2022,11,トヨタ,貨物車(登録車),15587,JADA,2026-06-24
10207,2022,11,トヨタ,乗用車(軽),949,JADA,2026-06-24
10208,2022,11,トヨタ,貨物車(軽),1036,JADA,2026-06-24
10209,2022,11,UDトラックス,貨物車(登録車),985,JADA,2026-06-24
10210,2022,11,ABARTH,乗用車(登録車),167,JADA,2026-06-24
10211,2022,11,Alfa Romeo,乗用車(登録車),109,JADA,2026-06-24
10212,2022,11,Aston Martin,乗用車(登録車),34,JADA,2026-06-24
10213,2022,11,Audi,乗用車(登録車),1762,JADA,2026-06-24
10214,2022,11,Bentley,乗用車(登録車),67,JADA,2026-06-24
10215,2022,11,BMW,乗用車(登録車),2913,JADA,2026-06-24
10216,2022,11,BMW Alpina,乗用車(登録車),22,JADA,2026-06-24
10217,2022,11,BMW MINI,乗用車(登録車),1655,JADA,2026-06-24
10218,2022,11,Cadillac,乗用車(登録車),52,JADA,2026-06-24
10219,2022,11,Chevrolet,乗用車(登録車),77,JADA,2026-06-24
10220,2022,11,Chevrolet,貨物車(登録車),4,JADA,2026-06-24
10221,2022,11,Chrysler,乗用車(登録車),1,JADA,2026-06-24
10222,2022,11,Citroen,乗用車(登録車),564,JADA,2026-06-24
10223,2022,11,Dodge,乗用車(登録車),19,JADA,2026-06-24
10224,2022,11,Dodge,貨物車(登録車),1,JADA,2026-06-24
10225,2022,11,DS,乗用車(登録車),175,JADA,2026-06-24
10226,2022,11,Ferrari,乗用車(登録車),77,JADA,2026-06-24
10227,2022,11,Fiat,乗用車(登録車),398,JADA,2026-06-24
10228,2022,11,Fiat,貨物車(登録車),1,JADA,2026-06-24
10229,2022,11,Ford,乗用車(登録車),26,JADA,2026-06-24
10230,2022,11,Ford,貨物車(登録車),1,JADA,2026-06-24
10231,2022,11,Hyundai,乗用車(登録車),35,JADA,2026-06-24
10232,2022,11,Jaguar,乗用車(登録車),116,JADA,2026-06-24
10233,2022,11,Jeep,乗用車(登録車),491,JADA,2026-06-24
10234,2022,11,Jeep,貨物車(登録車),41,JADA,2026-06-24
10235,2022,11,Lamborghini,乗用車(登録車),19,JADA,2026-06-24
10236,2022,11,Land Rover,乗用車(登録車),304,JADA,2026-06-24
10237,2022,11,Lotus,乗用車(登録車),2,JADA,2026-06-24
10238,2022,11,Maserati,乗用車(登録車),106,JADA,2026-06-24
10239,2022,11,ＭcＬaren,乗用車(登録車),6,JADA,2026-06-24
10240,2022,11,Mercedes-Benz,乗用車(登録車),5696,JADA,2026-06-24
10241,2022,11,Mercedes-Benz,貨物車(登録車),4,JADA,2026-06-24
10242,2022,11,Peugeot,乗用車(登録車),967,JADA,2026-06-24
10243,2022,11,Porsche,乗用車(登録車),492,JADA,2026-06-24
10244,2022,11,Renault,乗用車(登録車),710,JADA,2026-06-24
10245,2022,11,Roｌｌs Royce,乗用車(登録車),13,JADA,2026-06-24
10246,2022,11,Scania,貨物車(登録車),25,JADA,2026-06-24
10247,2022,11,Volvo,乗用車(登録車),1540,JADA,2026-06-24
10248,2022,11,Volvo,貨物車(登録車),33,JADA,2026-06-24
10249,2022,11,VW,乗用車(登録車),2802,JADA,2026-06-24
10250,2022,10,ダイハツ,乗用車(登録車),3531,JADA,2026-06-24
10251,2022,10,ダイハツ,貨物車(登録車),39,JADA,2026-06-24
10252,2022,10,ダイハツ,乗用車(軽),37116,JADA,2026-06-24
10253,2022,10,ダイハツ,貨物車(軽),18663,JADA,2026-06-24
10254,2022,10,日野,貨物車(登録車),1969,JADA,2026-06-24
10255,2022,10,ホンダ,乗用車(登録車),19959,JADA,2026-06-24
10256,2022,10,ホンダ,乗用車(軽),20053,JADA,2026-06-24
10257,2022,10,ホンダ,貨物車(軽),2386,JADA,2026-06-24
10258,2022,10,いすゞ,貨物車(登録車),3175,JADA,2026-06-24
10259,2022,10,レクサス,乗用車(登録車),2990,JADA,2026-06-24
10260,2022,10,マツダ,乗用車(登録車),12177,JADA,2026-06-24
10261,2022,10,マツダ,貨物車(登録車),381,JADA,2026-06-24
10262,2022,10,マツダ,乗用車(軽),2163,JADA,2026-06-24
10263,2022,10,マツダ,貨物車(軽),561,JADA,2026-06-24
10264,2022,10,三菱,乗用車(登録車),2703,JADA,2026-06-24
10265,2022,10,三菱,乗用車(軽),2566,JADA,2026-06-24
10266,2022,10,三菱,貨物車(軽),892,JADA,2026-06-24
10267,2022,10,三菱ふそう,貨物車(登録車),2083,JADA,2026-06-24
10268,2022,10,日産,乗用車(登録車),16639,JADA,2026-06-24
10269,2022,10,日産,貨物車(登録車),1967,JADA,2026-06-24
10270,2022,10,日産,乗用車(軽),11552,JADA,2026-06-24
10271,2022,10,日産,貨物車(軽),2763,JADA,2026-06-24
10272,2022,10,スバル,乗用車(登録車),7210,JADA,2026-06-24
10273,2022,10,スバル,乗用車(軽),924,JADA,2026-06-24
10274,2022,10,スバル,貨物車(軽),828,JADA,2026-06-24
10275,2022,10,スズキ,乗用車(登録車),9083,JADA,2026-06-24
10276,2022,10,スズキ,乗用車(軽),34219,JADA,2026-06-24
10277,2022,10,スズキ,貨物車(軽),10885,JADA,2026-06-24
10278,2022,10,トヨタ,乗用車(登録車),94294,JADA,2026-06-24
10279,2022,10,トヨタ,貨物車(登録車),14228,JADA,2026-06-24
10280,2022,10,トヨタ,乗用車(軽),1012,JADA,2026-06-24
10281,2022,10,トヨタ,貨物車(軽),1018,JADA,2026-06-24
10282,2022,10,UDトラックス,貨物車(登録車),922,JADA,2026-06-24
10283,2022,10,ABARTH,乗用車(登録車),159,JADA,2026-06-24
10284,2022,10,Alfa Romeo,乗用車(登録車),117,JADA,2026-06-24
10285,2022,10,Aston Martin,乗用車(登録車),27,JADA,2026-06-24
10286,2022,10,Audi,乗用車(登録車),1670,JADA,2026-06-24
10287,2022,10,Bentley,乗用車(登録車),76,JADA,2026-06-24
10288,2022,10,BMW,乗用車(登録車),2934,JADA,2026-06-24
10289,2022,10,BMW Alpina,乗用車(登録車),22,JADA,2026-06-24
10290,2022,10,BMW MINI,乗用車(登録車),1603,JADA,2026-06-24
10291,2022,10,Bugatti,乗用車(登録車),1,JADA,2026-06-24
10292,2022,10,BYD,乗用車(登録車),2,JADA,2026-06-24
10293,2022,10,Cadillac,乗用車(登録車),39,JADA,2026-06-24
10294,2022,10,Cadillac,貨物車(登録車),1,JADA,2026-06-24
10295,2022,10,Chevrolet,乗用車(登録車),69,JADA,2026-06-24
10296,2022,10,Chevrolet,貨物車(登録車),4,JADA,2026-06-24
10297,2022,10,Chrysler,乗用車(登録車),2,JADA,2026-06-24
10298,2022,10,Citroen,乗用車(登録車),127,JADA,2026-06-24
10299,2022,10,Dodge,乗用車(登録車),25,JADA,2026-06-24
10300,2022,10,DS,乗用車(登録車),60,JADA,2026-06-24
10301,2022,10,Ferrari,乗用車(登録車),134,JADA,2026-06-24
10302,2022,10,Fiat,乗用車(登録車),268,JADA,2026-06-24
10303,2022,10,Ford,乗用車(登録車),19,JADA,2026-06-24
10304,2022,10,Ford,貨物車(登録車),7,JADA,2026-06-24
10305,2022,10,Hyundai,乗用車(登録車),63,JADA,2026-06-24
10306,2022,10,Jaguar,乗用車(登録車),82,JADA,2026-06-24
10307,2022,10,Jeep,乗用車(登録車),650,JADA,2026-06-24
10308,2022,10,Jeep,貨物車(登録車),68,JADA,2026-06-24
10309,2022,10,Lamborghini,乗用車(登録車),53,JADA,2026-06-24
10310,2022,10,Land Rover,乗用車(登録車),394,JADA,2026-06-24
10311,2022,10,Lotus,乗用車(登録車),2,JADA,2026-06-24
10312,2022,10,Maserati,乗用車(登録車),90,JADA,2026-06-24
10313,2022,10,ＭcＬaren,乗用車(登録車),7,JADA,2026-06-24
10314,2022,10,Mercedes-Benz,乗用車(登録車),3537,JADA,2026-06-24
10315,2022,10,Mercedes-Benz,貨物車(登録車),2,JADA,2026-06-24
10316,2022,10,Opel,乗用車(登録車),1,JADA,2026-06-24
10317,2022,10,Peugeot,乗用車(登録車),509,JADA,2026-06-24
10318,2022,10,Porsche,乗用車(登録車),310,JADA,2026-06-24
10319,2022,10,Renault,乗用車(登録車),609,JADA,2026-06-24
10320,2022,10,Roｌｌs Royce,乗用車(登録車),10,JADA,2026-06-24
10321,2022,10,Scania,貨物車(登録車),11,JADA,2026-06-24
10322,2022,10,Volvo,乗用車(登録車),1022,JADA,2026-06-24
10323,2022,10,Volvo,貨物車(登録車),46,JADA,2026-06-24
10324,2022,10,VW,乗用車(登録車),2319,JADA,2026-06-24
10325,2022,9,ダイハツ,乗用車(登録車),2990,JADA,2026-06-24
10326,2022,9,ダイハツ,貨物車(登録車),7,JADA,2026-06-24
10327,2022,9,ダイハツ,乗用車(軽),31375,JADA,2026-06-24
10328,2022,9,ダイハツ,貨物車(軽),17832,JADA,2026-06-24
10329,2022,9,日野,貨物車(登録車),3531,JADA,2026-06-24
10330,2022,9,ホンダ,乗用車(登録車),21115,JADA,2026-06-24
10331,2022,9,ホンダ,乗用車(軽),24449,JADA,2026-06-24
10332,2022,9,ホンダ,貨物車(軽),2911,JADA,2026-06-24
10333,2022,9,いすゞ,貨物車(登録車),5339,JADA,2026-06-24
10334,2022,9,レクサス,乗用車(登録車),4399,JADA,2026-06-24
10335,2022,9,マツダ,乗用車(登録車),12789,JADA,2026-06-24
10336,2022,9,マツダ,貨物車(登録車),413,JADA,2026-06-24
10337,2022,9,マツダ,乗用車(軽),2076,JADA,2026-06-24
10338,2022,9,マツダ,貨物車(軽),534,JADA,2026-06-24
10339,2022,9,三菱,乗用車(登録車),4984,JADA,2026-06-24
10340,2022,9,三菱,乗用車(軽),3522,JADA,2026-06-24
10341,2022,9,三菱,貨物車(軽),1101,JADA,2026-06-24
10342,2022,9,三菱ふそう,貨物車(登録車),2136,JADA,2026-06-24
10343,2022,9,日産,乗用車(登録車),22982,JADA,2026-06-24
10344,2022,9,日産,貨物車(登録車),2226,JADA,2026-06-24
10345,2022,9,日産,乗用車(軽),14019,JADA,2026-06-24
10346,2022,9,日産,貨物車(軽),3249,JADA,2026-06-24
10347,2022,9,スバル,乗用車(登録車),7921,JADA,2026-06-24
10348,2022,9,スバル,乗用車(軽),1367,JADA,2026-06-24
10349,2022,9,スバル,貨物車(軽),809,JADA,2026-06-24
10350,2022,9,スズキ,乗用車(登録車),10446,JADA,2026-06-24
10351,2022,9,スズキ,乗用車(軽),35352,JADA,2026-06-24
10352,2022,9,スズキ,貨物車(軽),12604,JADA,2026-06-24
10353,2022,9,トヨタ,乗用車(登録車),98025,JADA,2026-06-24
10354,2022,9,トヨタ,貨物車(登録車),15120,JADA,2026-06-24
10355,2022,9,トヨタ,乗用車(軽),1154,JADA,2026-06-24
10356,2022,9,トヨタ,貨物車(軽),764,JADA,2026-06-24
10357,2022,9,UDトラックス,貨物車(登録車),1018,JADA,2026-06-24
10358,2022,9,ABARTH,乗用車(登録車),248,JADA,2026-06-24
10359,2022,9,Alfa Romeo,乗用車(登録車),191,JADA,2026-06-24
10360,2022,9,Aston Martin,乗用車(登録車),8,JADA,2026-06-24
10361,2022,9,Audi,乗用車(登録車),2017,JADA,2026-06-24
10362,2022,9,Bentley,乗用車(登録車),53,JADA,2026-06-24
10363,2022,9,BMW,乗用車(登録車),3516,JADA,2026-06-24
10364,2022,9,BMW Alpina,乗用車(登録車),48,JADA,2026-06-24
10365,2022,9,BMW MINI,乗用車(登録車),2150,JADA,2026-06-24
10366,2022,9,BYD,乗用車(登録車),4,JADA,2026-06-24
10367,2022,9,Cadillac,乗用車(登録車),116,JADA,2026-06-24
10368,2022,9,Cadillac,貨物車(登録車),1,JADA,2026-06-24
10369,2022,9,Chevrolet,乗用車(登録車),89,JADA,2026-06-24
10370,2022,9,Chevrolet,貨物車(登録車),8,JADA,2026-06-24
10371,2022,9,Chrysler,乗用車(登録車),3,JADA,2026-06-24
10372,2022,9,Citroen,乗用車(登録車),338,JADA,2026-06-24
10373,2022,9,Dodge,乗用車(登録車),36,JADA,2026-06-24
10374,2022,9,DS,乗用車(登録車),54,JADA,2026-06-24
10375,2022,9,Ferrari,乗用車(登録車),140,JADA,2026-06-24
10376,2022,9,Fiat,乗用車(登録車),634,JADA,2026-06-24
10377,2022,9,Fiat,貨物車(登録車),1,JADA,2026-06-24
10378,2022,9,Ford,乗用車(登録車),25,JADA,2026-06-24
10379,2022,9,Ford,貨物車(登録車),9,JADA,2026-06-24
10380,2022,9,Hyundai,乗用車(登録車),147,JADA,2026-06-24
10381,2022,9,Jaguar,乗用車(登録車),104,JADA,2026-06-24
10382,2022,9,Jeep,乗用車(登録車),832,JADA,2026-06-24
10383,2022,9,Jeep,貨物車(登録車),53,JADA,2026-06-24
10384,2022,9,Lamborghini,乗用車(登録車),60,JADA,2026-06-24
10385,2022,9,Land Rover,乗用車(登録車),562,JADA,2026-06-24
10386,2022,9,Land Rover,貨物車(登録車),1,JADA,2026-06-24
10387,2022,9,Lotus,乗用車(登録車),3,JADA,2026-06-24
10388,2022,9,Maserati,乗用車(登録車),144,JADA,2026-06-24
10389,2022,9,ＭcＬaren,乗用車(登録車),17,JADA,2026-06-24
10390,2022,9,Mercedes-Benz,乗用車(登録車),5369,JADA,2026-06-24
10391,2022,9,Peugeot,乗用車(登録車),754,JADA,2026-06-24
10392,2022,9,Porsche,乗用車(登録車),738,JADA,2026-06-24
10393,2022,9,Renault,乗用車(登録車),1061,JADA,2026-06-24
10394,2022,9,Roｌｌs Royce,乗用車(登録車),21,JADA,2026-06-24
10395,2022,9,Scania,貨物車(登録車),28,JADA,2026-06-24
10396,2022,9,smart,乗用車(登録車),1,JADA,2026-06-24
10397,2022,9,Volvo,乗用車(登録車),1738,JADA,2026-06-24
10398,2022,9,Volvo,貨物車(登録車),51,JADA,2026-06-24
10399,2022,9,VW,乗用車(登録車),3832,JADA,2026-06-24
10400,2022,9,VW,貨物車(登録車),1,JADA,2026-06-24
10401,2022,8,ダイハツ,乗用車(登録車),2586,JADA,2026-06-24
10402,2022,8,ダイハツ,貨物車(登録車),24,JADA,2026-06-24
10403,2022,8,ダイハツ,乗用車(軽),21192,JADA,2026-06-24
10404,2022,8,ダイハツ,貨物車(軽),14369,JADA,2026-06-24
10405,2022,8,日野,貨物車(登録車),3002,JADA,2026-06-24
10406,2022,8,ホンダ,乗用車(登録車),21154,JADA,2026-06-24
10407,2022,8,ホンダ,乗用車(軽),14201,JADA,2026-06-24
10408,2022,8,ホンダ,貨物車(軽),2337,JADA,2026-06-24
10409,2022,8,いすゞ,貨物車(登録車),3526,JADA,2026-06-24
10410,2022,8,レクサス,乗用車(登録車),3224,JADA,2026-06-24
10411,2022,8,マツダ,乗用車(登録車),9775,JADA,2026-06-24
10412,2022,8,マツダ,貨物車(登録車),395,JADA,2026-06-24
10413,2022,8,マツダ,乗用車(軽),1704,JADA,2026-06-24
10414,2022,8,マツダ,貨物車(軽),481,JADA,2026-06-24
10415,2022,8,三菱,乗用車(登録車),3976,JADA,2026-06-24
10416,2022,8,三菱,乗用車(軽),2486,JADA,2026-06-24
10417,2022,8,三菱,貨物車(軽),711,JADA,2026-06-24
10418,2022,8,三菱ふそう,貨物車(登録車),2072,JADA,2026-06-24
10419,2022,8,日産,乗用車(登録車),18341,JADA,2026-06-24
10420,2022,8,日産,貨物車(登録車),1803,JADA,2026-06-24
10421,2022,8,日産,乗用車(軽),10957,JADA,2026-06-24
10422,2022,8,日産,貨物車(軽),2213,JADA,2026-06-24
10423,2022,8,スバル,乗用車(登録車),6348,JADA,2026-06-24
10424,2022,8,スバル,乗用車(軽),883,JADA,2026-06-24
10425,2022,8,スバル,貨物車(軽),554,JADA,2026-06-24
10426,2022,8,スズキ,乗用車(登録車),7911,JADA,2026-06-24
10427,2022,8,スズキ,乗用車(軽),26428,JADA,2026-06-24
10428,2022,8,スズキ,貨物車(軽),9949,JADA,2026-06-24
10429,2022,8,トヨタ,乗用車(登録車),64175,JADA,2026-06-24
10430,2022,8,トヨタ,貨物車(登録車),12680,JADA,2026-06-24
10431,2022,8,トヨタ,乗用車(軽),1976,JADA,2026-06-24
10432,2022,8,トヨタ,貨物車(軽),525,JADA,2026-06-24
10433,2022,8,UDトラックス,貨物車(登録車),670,JADA,2026-06-24
10434,2022,8,ABARTH,乗用車(登録車),89,JADA,2026-06-24
10435,2022,8,Alfa Romeo,乗用車(登録車),65,JADA,2026-06-24
10436,2022,8,Aston Martin,乗用車(登録車),19,JADA,2026-06-24
10437,2022,8,Audi,乗用車(登録車),1813,JADA,2026-06-24
10438,2022,8,Bentley,乗用車(登録車),56,JADA,2026-06-24
10439,2022,8,BMW,乗用車(登録車),2187,JADA,2026-06-24
10440,2022,8,BMW Alpina,乗用車(登録車),24,JADA,2026-06-24
10441,2022,8,BMW MINI,乗用車(登録車),1522,JADA,2026-06-24
10442,2022,8,Cadillac,乗用車(登録車),57,JADA,2026-06-24
10443,2022,8,Chevrolet,乗用車(登録車),38,JADA,2026-06-24
10444,2022,8,Chevrolet,貨物車(登録車),8,JADA,2026-06-24
10445,2022,8,Chrysler,乗用車(登録車),2,JADA,2026-06-24
10446,2022,8,Citroen,乗用車(登録車),227,JADA,2026-06-24
10447,2022,8,Dodge,乗用車(登録車),35,JADA,2026-06-24
10448,2022,8,Dodge,貨物車(登録車),2,JADA,2026-06-24
10449,2022,8,DS,乗用車(登録車),72,JADA,2026-06-24
10450,2022,8,Ferrari,乗用車(登録車),147,JADA,2026-06-24
10451,2022,8,Fiat,乗用車(登録車),190,JADA,2026-06-24
10452,2022,8,Ford,乗用車(登録車),25,JADA,2026-06-24
10453,2022,8,Ford,貨物車(登録車),13,JADA,2026-06-24
10454,2022,8,Hyundai,乗用車(登録車),76,JADA,2026-06-24
10455,2022,8,Jaguar,乗用車(登録車),37,JADA,2026-06-24
10456,2022,8,Jeep,乗用車(登録車),663,JADA,2026-06-24
10457,2022,8,Jeep,貨物車(登録車),13,JADA,2026-06-24
10458,2022,8,Lamborghini,乗用車(登録車),65,JADA,2026-06-24
10459,2022,8,Land Rover,乗用車(登録車),432,JADA,2026-06-24
10460,2022,8,Land Rover,貨物車(登録車),1,JADA,2026-06-24
10461,2022,8,Lotus,乗用車(登録車),5,JADA,2026-06-24
10462,2022,8,Maserati,乗用車(登録車),72,JADA,2026-06-24
10463,2022,8,ＭcＬaren,乗用車(登録車),15,JADA,2026-06-24
10464,2022,8,Mercedes-Benz,乗用車(登録車),3221,JADA,2026-06-24
10465,2022,8,Mercedes-Benz,貨物車(登録車),3,JADA,2026-06-24
10466,2022,8,Opel,乗用車(登録車),32,JADA,2026-06-24
10467,2022,8,Peugeot,乗用車(登録車),585,JADA,2026-06-24
10468,2022,8,Porsche,乗用車(登録車),399,JADA,2026-06-24
10469,2022,8,Renault,乗用車(登録車),721,JADA,2026-06-24
10470,2022,8,Roｌｌs Royce,乗用車(登録車),27,JADA,2026-06-24
10471,2022,8,Scania,貨物車(登録車),29,JADA,2026-06-24
10472,2022,8,Volvo,乗用車(登録車),1164,JADA,2026-06-24
10473,2022,8,Volvo,貨物車(登録車),45,JADA,2026-06-24
10474,2022,8,VW,乗用車(登録車),2498,JADA,2026-06-24
10475,2022,7,ダイハツ,乗用車(登録車),3741,JADA,2026-06-24
10476,2022,7,ダイハツ,貨物車(登録車),33,JADA,2026-06-24
10477,2022,7,ダイハツ,乗用車(軽),26743,JADA,2026-06-24
10478,2022,7,ダイハツ,貨物車(軽),16578,JADA,2026-06-24
10479,2022,7,日野,貨物車(登録車),3199,JADA,2026-06-24
10480,2022,7,ホンダ,乗用車(登録車),25339,JADA,2026-06-24
10481,2022,7,ホンダ,乗用車(軽),22658,JADA,2026-06-24
10482,2022,7,ホンダ,貨物車(軽),2500,JADA,2026-06-24
10483,2022,7,いすゞ,貨物車(登録車),3322,JADA,2026-06-24
10484,2022,7,レクサス,乗用車(登録車),3578,JADA,2026-06-24
10485,2022,7,マツダ,乗用車(登録車),12123,JADA,2026-06-24
10486,2022,7,マツダ,貨物車(登録車),400,JADA,2026-06-24
10487,2022,7,マツダ,乗用車(軽),1720,JADA,2026-06-24
10488,2022,7,マツダ,貨物車(軽),499,JADA,2026-06-24
10489,2022,7,三菱,乗用車(登録車),5255,JADA,2026-06-24
10490,2022,7,三菱,乗用車(軽),2658,JADA,2026-06-24
10491,2022,7,三菱,貨物車(軽),650,JADA,2026-06-24
10492,2022,7,三菱ふそう,貨物車(登録車),1936,JADA,2026-06-24
